100.005,135,125,-14.1000001237
100.009,135,125,-14.1000003551
100.013,135,125,-14.1000007681
100.018,135,125,-14.1000014695
100.024,135,125,-14.1000026107
100.031,135,125,-14.1000044063
100.04,135,125,-14.1000071763
100.05,135,125,-14.1000113882
100.062,135,125,-14.1000177201
100.077,135,125,-14.100027159
100.095,135,125,-14.1000411379
100.116,135,125,-14.1000617332
100.142,135,125,-14.1000918478
100.168,135,125,-14.1001278225
100.193,135,125,-14.1001694901
100.219,135,125,-14.1002168385
100.244,135,125,-14.1002699177
100.27,135,125,-14.1003287201
100.296,135,125,-14.1003932447
100.321,135,125,-14.100463499
100.347,135,125,-14.1005394848
100.372,135,125,-14.1006212025
100.398,135,125,-14.1007086526
100.424,135,125,-14.1008018335
100.449,135,125,-14.1009007428
100.475,135,125,-14.1010053787
100.497,135,125,-14.1011005553
100.518,135,125,-14.1011963802
100.539,135,125,-14.1012939927
100.558,135,125,-14.1013827606
100.575,135,125,-14.1014669788
100.591,135,125,-14.1015537332
100.607,135,125,-14.1016346514
100.622,135,125,-14.1017180674
100.638,135,125,-14.1018046977
100.654,135,125,-14.1018946427
100.67,135,125,-14.1019888338
100.686,135,125,-14.1020862294
100.703,135,125,-14.1021882891
100.72,135,125,-14.1022944102
100.737,135,125,-14.1024053201
100.755,135,125,-14.1025204863
100.772,135,125,-14.1026397619
100.79,135,125,-14.1027581124
100.807,135,125,-14.1028794023
100.824,135,125,-14.1030033703
100.841,135,125,-14.1031292353
100.858,135,125,-14.1032552277
100.875,135,125,-14.1033853215
100.892,135,125,-14.1035189675
100.91,135,125,-14.1036553716
100.927,135,125,-14.1037979492
100.945,135,125,-14.103944234
100.963,135,125,-14.1040917584
100.981,135,125,-14.1042451262
100.999,135,125,-14.1044013615
101.017,135,125,-14.1045630294
101.035,135,125,-14.1047287931
101.054,135,125,-14.1048988676
101.073,135,125,-14.1050733414
101.092,135,125,-14.1052550783
101.111,135,125,-14.1054378998
101.13,135,125,-14.1056278124
101.149,135,125,-14.1058198516
101.169,135,125,-14.106021138
101.189,135,125,-14.1062236918
101.209,135,125,-14.1064367882
101.229,135,125,-14.1066471207
101.249,135,125,-14.1068680654
101.269,135,125,-14.1070853046
101.289,135,125,-14.1073119536
101.31,135,125,-14.1075398648
101.33,135,125,-14.1077718607
101.35,135,125,-14.1080081407
101.37,135,125,-14.1082482196
101.391,135,125,-14.1084951582
101.412,135,125,-14.1087474695
101.433,135,125,-14.1090043409
101.454,135,125,-14.1092673517
101.475,135,125,-14.1095354591
101.496,135,125,-14.1098092754
101.518,135,125,-14.1100887194
101.539,135,125,-14.1103727021
101.561,135,125,-14.1106615414
101.582,135,125,-14.110950846
101.604,135,125,-14.1112453223
101.626,135,125,-14.111546646
101.647,135,125,-14.111854244
101.67,135,125,-14.112168796
101.692,135,125,-14.112497467
101.715,135,125,-14.1128329007
101.739,135,125,-14.1131781588
101.763,135,125,-14.1135322643
101.787,135,125,-14.1138966764
101.811,135,125,-14.1142719181
101.836,135,125,-14.114659012
101.862,135,125,-14.1150557875
101.887,135,125,-14.1154619259
101.912,135,125,-14.1158677305
101.937,135,125,-14.1162742417
101.963,135,125,-14.1166852694
101.988,135,125,-14.1171085616
102.014,135,125,-14.1175386182
102.039,135,125,-14.117973447
102.065,135,125,-14.1184130155
102.09,135,125,-14.1188573009
102.116,135,125,-14.1193062784
102.142,135,125,-14.1197599223
102.167,135,125,-14.1202182047
102.193,135,125,-14.1206810977
102.218,135,125,-14.1211485742
102.244,135,125,-14.1216206041
102.27,135,125,-14.1220971567
102.295,135,125,-14.1225782016
102.321,135,125,-14.1230637079
102.346,135,125,-14.1235536429
102.372,135,125,-14.1240479734
102.398,135,125,-14.1245466677
102.423,135,125,-14.1250496937
102.449,135,125,-14.125557016
102.474,135,125,-14.126068599
102.5,135,125,-14.126584409
102.526,135,125,-14.1271044109
102.551,135,125,-14.127628568
102.577,135,125,-14.1281568437
102.602,135,125,-14.1286892022
102.628,135,125,-14.129225608
102.653,135,125,-14.1297595571
102.678,135,125,-14.1302838882
102.702,135,125,-14.1308024352
102.726,135,125,-14.1313197169
102.75,135,125,-14.1318438683
102.775,135,125,-14.1323829527
102.801,135,125,-14.1329436164
102.826,135,125,-14.1335100134
102.852,135,125,-14.1340801051
102.877,135,125,-14.1346538442
102.903,135,125,-14.1352311972
102.929,135,125,-14.1358121235
102.954,135,125,-14.1363965782
102.98,135,125,-14.1369845159
103.005,135,125,-14.1375758926
103.031,135,125,-14.138170664
103.057,135,125,-14.1387687857
103.082,135,125,-14.1393702134
103.108,135,125,-14.139974901
103.133,135,125,-14.1405827993
103.159,135,125,-14.1411938583
103.185,135,125,-14.1418080291
103.21,135,125,-14.1424252628
103.236,135,125,-14.1430455088
103.261,135,125,-14.1436687139
103.287,135,125,-14.1442948259
103.313,135,125,-14.1449237958
103.338,135,125,-14.1455555835
103.364,135,125,-14.1461901485
103.389,135,125,-14.1468274327
103.415,135,125,-14.1474673804
103.441,135,125,-14.1481099468
103.466,135,125,-14.1487550834
103.492,135,125,-14.1494027346
103.517,135,125,-14.1500528425
103.543,135,125,-14.1507053521
103.569,135,125,-14.1513602082
103.594,135,125,-14.1520173536
103.62,135,125,-14.1526767313
103.645,135,125,-14.1533382857
103.671,135,125,-14.1540019621
103.697,135,125,-14.1546677044
103.722,135,125,-14.1553354533
103.748,135,125,-14.1560051485
103.773,135,125,-14.1566767301
103.799,135,125,-14.1573501388
103.825,135,125,-14.1580253159
103.85,135,125,-14.1587022037
103.876,135,125,-14.1593807449
103.901,135,125,-14.1600608814
103.927,135,125,-14.1607425551
103.953,135,125,-14.161425708
103.978,135,125,-14.1621102832
104.004,135,125,-14.1627962227
104.029,135,125,-14.1634834671
104.055,135,125,-14.1641719566
104.081,135,125,-14.1648616331
104.106,135,125,-14.1655524394
104.132,135,125,-14.1662443155
104.157,135,125,-14.1669371997
104.183,135,125,-14.1676310307
104.209,135,125,-14.1683257473
104.234,135,125,-14.169021288
104.26,135,125,-14.1697175918
104.285,135,125,-14.1704145979
104.311,135,125,-14.1711122453
104.337,135,125,-14.1718104735
104.362,135,125,-14.1725092237
104.388,135,125,-14.173208438
104.413,135,125,-14.1739080581
104.439,135,125,-14.1746080252
104.465,135,125,-14.1753082792
104.49,135,125,-14.1760087585
104.516,135,125,-14.1767094021
104.541,135,125,-14.177410151
104.567,135,125,-14.1781109443
104.593,135,125,-14.1788117202
104.618,135,125,-14.1795124239
104.644,135,125,-14.1802130001
104.669,135,125,-14.1809133872
104.695,135,125,-14.1816135244
104.721,135,125,-14.1823133524
104.746,135,125,-14.1830128088
104.772,135,125,-14.1837118306
104.797,135,125,-14.1844103561
104.823,135,125,-14.1851083245
104.849,135,125,-14.1858056763
104.874,135,125,-14.1865023545
104.9,135,125,-14.1871983025
104.925,135,125,-14.1878934617
104.951,135,125,-14.1885877715
104.977,135,125,-14.1892811678
105.002,135,125,-14.1899735869
105.028,135,125,-14.1906649708
105.053,135,125,-14.1913552653
105.079,135,125,-14.1920444126
105.105,135,125,-14.1927323509
105.13,135,125,-14.1934190182
105.156,135,125,-14.1941043555
105.181,135,125,-14.1947883064
105.207,135,125,-14.1954708123
105.233,135,125,-14.1961518111
105.258,135,125,-14.1968312427
105.284,135,125,-14.1975090475
105.309,135,125,-14.1981851677
105.335,135,125,-14.1988595483
105.361,135,125,-14.19953213
105.386,135,125,-14.2002028531
105.412,135,125,-14.2008716581
105.437,135,125,-14.2015384832
105.463,135,125,-14.2022032685
105.489,135,125,-14.2028659573
105.514,135,125,-14.2035264921
105.54,135,125,-14.2041848142
105.565,135,125,-14.2048408651
105.591,135,125,-14.2054945895
105.617,135,125,-14.2061459338
105.642,135,125,-14.206794843
105.668,135,125,-14.2074412601
105.693,135,125,-14.2080851287
105.719,135,125,-14.208726392
105.745,135,125,-14.2093649915
105.77,135,125,-14.2100008685
105.796,135,125,-14.2106339689
105.821,135,125,-14.2112642416
105.847,135,125,-14.2118916327
105.873,135,125,-14.2125160874
105.898,135,125,-14.2131375515
105.924,135,125,-14.2137559716
105.949,135,125,-14.2143712941
105.975,135,125,-14.2149834657
106.001,135,125,-14.2155924345
106.026,135,125,-14.216198149
106.052,135,125,-14.2168005589
106.077,135,125,-14.2173996117
106.103,135,125,-14.2179952537
106.129,135,125,-14.2185874339
106.154,135,125,-14.2191761026
106.18,135,125,-14.2197612104
106.205,135,125,-14.2203427098
106.231,135,125,-14.220920553
106.257,135,125,-14.2214946916
106.282,135,125,-14.2220650787
106.308,135,125,-14.2226316696
106.333,135,125,-14.2231944201
106.359,135,125,-14.223753284
106.385,135,125,-14.2243082172
106.41,135,125,-14.2248591775
106.436,135,125,-14.2254061195
106.461,135,125,-14.2259489962
106.487,135,125,-14.2264877655
106.513,135,125,-14.2270223883
106.538,135,125,-14.2275528215
106.564,135,125,-14.2280790211
106.589,135,125,-14.2286009484
106.615,135,125,-14.2291185664
106.641,135,125,-14.2296318361
106.666,135,125,-14.2301407194
106.692,135,125,-14.2306451801
106.717,135,125,-14.2311451816
106.743,135,125,-14.2316406876
106.769,135,125,-14.2321316616
106.794,135,125,-14.2326180669
106.82,135,125,-14.2330998678
106.845,135,125,-14.2335770318
106.871,135,125,-14.2340495278
106.897,135,125,-14.234517325
106.922,135,125,-14.2349803925
106.948,135,125,-14.2354386989
106.973,135,125,-14.2358922128
106.999,135,125,-14.2363409031
107.025,135,125,-14.2367847428
107.05,135,125,-14.2372237077
107.076,135,125,-14.2376577719
107.101,135,125,-14.2380869082
107.127,135,125,-14.2385110882
107.153,135,125,-14.2389302842
107.178,135,125,-14.2393444712
107.204,135,125,-14.2397536271
