#Time, Orientation
100.638,0.999999999989 -8.03626257274e-07 4.61352406368e-06 8.03604602832e-07 0.999999999989 4.69368789076e-06 -4.6135278356e-06 -4.69368418326e-06 0.999999999978
100.654,0.999999999988 -8.62241341944e-07 4.87590776795e-06 8.62217320712e-07 0.999999999987 4.92651469515e-06 -4.87591201573e-06 -4.926510491e-06 0.999999999976
100.67,0.999999999986 -9.25217398728e-07 5.15276620554e-06 9.25190758077e-07 0.999999999986 5.17016495496e-06 -5.15277098899e-06 -5.1701601876e-06 0.999999999973
100.686,0.999999999985 -9.91857667996e-07 5.44130485835e-06 9.9182816575e-07 0.999999999985 5.42190640997e-06 -5.44131023602e-06 -5.42190101304e-06 0.99999999997
100.703,0.999999999983 -1.06321466632e-06 5.74610366829e-06 1.063181997e-06 0.999999999983 5.68547354368e-06 -5.74610971307e-06 -5.68546743442e-06 0.999999999967
100.72,0.999999999981 -1.13894220833e-06 6.06563055626e-06 1.13890606163e-06 0.999999999982 5.9592649264e-06 -6.0656373434e-06 -5.9592580181e-06 0.999999999964
100.737,0.999999999979 -1.21965730403e-06 6.40236884594e-06 1.21961732034e-06 0.99999999998 6.24514023017e-06 -6.40237646274e-06 -6.2451324216e-06 0.99999999996
100.755,0.999999999976 -1.30509376361e-06 6.75502394726e-06 1.30504957406e-06 0.999999999978 6.54173131889e-06 -6.75503248469e-06 -6.54172250309e-06 0.999999999956
100.772,0.999999999974 -1.39521600269e-06 7.12339332802e-06 1.39516721712e-06 0.999999999976 6.84864270373e-06 -7.12340288318e-06 -6.84863276523e-06 0.999999999951
100.79,0.999999999971 -1.48619169954e-06 7.49187282851e-06 1.48613811088e-06 0.999999999973 7.15290601007e-06 -7.4918834589e-06 -7.1528948759e-06 0.999999999946
100.807,0.999999999968 -1.58096776619e-06 7.87235864164e-06 1.58090900344e-06 0.999999999971 7.46444117073e-06 -7.87237044246e-06 -7.464428725e-06 0.999999999941
100.824,0.999999999964 -1.6793671486e-06 8.26408068696e-06 1.67930283325e-06 0.999999999968 7.78251739591e-06 -8.2640937564e-06 -7.78250351774e-06 0.999999999936
100.841,0.999999999961 -1.78078798664e-06 8.66460861819e-06 1.78071775939e-06 0.999999999966 8.10507016936e-06 -8.6646230513e-06 -8.10505473982e-06 0.99999999993
100.858,0.999999999957 -1.88383394562e-06 9.0681711016e-06 1.8837575234e-06 0.999999999963 8.42752422401e-06 -9.06818697732e-06 -8.42750714142e-06 0.999999999923
100.875,0.999999999953 -1.99180363924e-06 9.48742755617e-06 1.99172052922e-06 0.99999999996 8.76001782029e-06 -9.48744500403e-06 -8.75999892358e-06 0.999999999917
100.892,0.999999999949 -2.10427958626e-06 9.92079170918e-06 2.10418929599e-06 0.999999999956 9.10111721753e-06 -9.92081086004e-06 -9.10109634183e-06 0.999999999909
100.91,0.999999999944 -2.22062007687e-06 1.03658558248e-05 2.22052213207e-06 0.999999999953 9.44879206705e-06 -1.03658768065e-05 -9.4487690489e-06 0.999999999902
100.927,0.999999999939 -2.34383455563e-06 1.08339950129e-05 2.34372825528e-06 0.999999999949 9.81174321778e-06 -1.08340180095e-05 -9.81171782523e-06 0.999999999893
100.945,0.999999999933 -2.4718924664e-06 1.131741339e-05 2.47177721384e-06 0.999999999945 1.01836518059e-05 -1.13174385623e-05 -1.01836238311e-05 0.999999999884
100.963,0.999999999927 -2.60264531559e-06 1.18080442082e-05 2.60252064382e-06 0.999999999941 1.05582100381e-05 -1.18080716868e-05 -1.05581793066e-05 0.999999999875
100.981,0.99999999992 -2.74021422687e-06 1.23212956814e-05 2.74007934496e-06 0.999999999936 1.09470596873e-05 -1.23213256779e-05 -1.09470259251e-05 0.999999999864
100.999,0.999999999913 -2.88199532374e-06 1.28473762729e-05 2.88184960111e-06 0.999999999932 1.13426023954e-05 -1.28474089614e-05 -1.13425653702e-05 0.999999999853
101.017,0.999999999906 -3.03039587104e-06 1.33950843726e-05 3.03023846115e-06 0.999999999926 1.17513219263e-05 -1.33951199828e-05 -1.17512813349e-05 0.999999999841
101.035,0.999999999897 -3.1843115346e-06 1.39600813139e-05 3.18414164257e-06 0.999999999921 1.21698504219e-05 -1.39601200654e-05 -1.21698059698e-05 0.999999999829
101.054,0.999999999889 -3.34406162516e-06 1.45432740255e-05 3.34387839843e-06 0.999999999915 1.25987325434e-05 -1.45433161552e-05 -1.2598683911e-05 0.999999999815
101.073,0.999999999879 -3.50981938835e-06 1.51451910503e-05 3.5096219227e-06 0.999999999909 1.30381821694e-05 -1.51452368106e-05 -1.30381290139e-05 0.9999999998
101.092,0.999999999869 -3.68439118517e-06 1.57760627677e-05 3.68417828107e-06 0.999999999902 1.34953964163e-05 -1.57761124885e-05 -1.34953382927e-05 0.999999999784
101.111,0.999999999858 -3.86187107585e-06 1.64146525609e-05 3.86164201238e-06 0.999999999895 1.39548251941e-05 -1.6414706451e-05 -1.39547618046e-05 0.999999999768
101.13,0.999999999846 -4.04810366289e-06 1.70820960077e-05 4.04785714215e-06 0.999999999888 1.44315374062e-05 -1.70821544261e-05 -1.44314682581e-05 0.99999999975
101.149,0.999999999833 -4.23821601585e-06 1.77611537256e-05 4.23795114351e-06 0.99999999988 1.49130254101e-05 -1.77612169281e-05 -1.49129501367e-05 0.999999999731
101.169,0.999999999819 -4.43927287727e-06 1.84773334187e-05 4.43898801042e-06 0.999999999871 1.54171095261e-05 -1.8477401857e-05 -1.54170275026e-05 0.99999999971
101.189,0.999999999805 -4.64334051509e-06 1.92025664588e-05 4.64303473761e-06 0.999999999862 1.59237956679e-05 -1.92026403957e-05 -1.59237065066e-05 0.999999999689
101.209,0.999999999789 -4.85979982196e-06 1.99704253056e-05 4.85947118411e-06 0.999999999853 1.64562426456e-05 -1.99705052767e-05 -1.64561455964e-05 0.999999999665
101.229,0.999999999772 -5.07509472388e-06 2.07331401229e-05 5.07474265134e-06 0.999999999843 1.69811660247e-05 -2.07332263007e-05 -1.69810608055e-05 0.999999999641
101.249,0.999999999754 -5.30292182236e-06 2.15393678254e-05 5.30254419641e-06 0.999999999832 1.75319150461e-05 -2.15394607921e-05 -1.75318008283e-05 0.999999999614
101.269,0.999999999735 -5.52856859528e-06 2.23369765578e-05 5.52816490476e-06 0.999999999821 1.80727682158e-05 -2.23370764703e-05 -1.80726447285e-05 0.999999999587
101.289,0.999999999715 -5.76572244718e-06 2.31741794342e-05 5.76529056575e-06 0.99999999981 1.86363440179e-05 -2.31742868818e-05 -1.86362104067e-05 0.999999999558
101.31,0.999999999693 -6.00597193121e-06 2.40211253306e-05 6.00551067078e-06 0.999999999798 1.92023083696e-05 -2.40212406543e-05 -1.92021641046e-05 0.999999999527
101.33,0.999999999671 -6.25230954584e-06 2.48883771249e-05 6.25181731406e-06 0.999999999785 1.9777605347e-05 -2.48885007752e-05 -1.9777449743e-05 0.999999999495
101.35,0.999999999647 -6.50501349149e-06 2.57768827051e-05 6.50448860683e-06 0.999999999772 2.03626432156e-05 -2.57770151585e-05 -2.03624755429e-05 0.99999999946
101.37,0.999999999621 -6.76361978624e-06 2.66849832925e-05 6.76306057252e-06 0.999999999758 2.09561549931e-05 -2.66851250255e-05 -2.0955974513e-05 0.999999999424
101.391,0.999999999594 -7.03149241454e-06 2.76244740461e-05 7.03089667548e-06 0.999999999743 2.15656634554e-05 -2.76246256778e-05 -2.15654692218e-05 0.999999999386
101.412,0.999999999565 -7.30710582521e-06 2.85900137958e-05 7.30647148695e-06 0.999999999727 2.21874482289e-05 -2.85901759141e-05 -2.21872393272e-05 0.999999999345
101.433,0.999999999534 -7.58961007179e-06 2.95787097592e-05 7.58893510309e-06 0.999999999711 2.28194550708e-05 -2.95788829414e-05 -2.28192305893e-05 0.999999999302
101.454,0.999999999501 -7.88079610511e-06 3.0596814783e-05 7.88007813701e-06 0.999999999694 2.34655018648e-05 -3.05969997005e-05 -2.34652607478e-05 0.999999999257
101.475,0.999999999466 -8.17965975309e-06 3.16404879114e-05 8.17889649321e-06 0.999999999676 2.41229400102e-05 -3.16406852185e-05 -2.4122681213e-05 0.999999999208
101.496,0.999999999429 -8.48716005511e-06 3.27123473689e-05 8.48634901281e-06 0.999999999657 2.4793214266e-05 -3.27125577817e-05 -2.47929366435e-05 0.999999999158
101.518,0.99999999939 -8.80346255859e-06 3.38122407336e-05 8.80260115702e-06 0.999999999637 2.54760917555e-05 -3.38124649991e-05 -2.54757941043e-05 0.999999999104
101.539,0.999999999348 -9.12747033448e-06 3.4935914782e-05 9.12655610445e-06 0.999999999616 2.616884312e-05 -3.4936153624e-05 -2.61685242584e-05 0.999999999047
101.561,0.999999999304 -9.45965694314e-06 3.60846291623e-05 9.45868727524e-06 0.999999999594 2.68721242301e-05 -3.60848833487e-05 -2.68717828982e-05 0.999999998988
101.582,0.999999999259 -9.79503185361e-06 3.72407469351e-05 9.79400493756e-06 0.999999999572 2.75751481532e-05 -3.72410170186e-05 -2.75747833967e-05 0.999999998926
101.604,0.99999999921 -1.0139049798e-05 3.84228887426e-05 1.0137962846e-05 0.999999999548 2.82892692893e-05 -3.84231755516e-05 -2.82888797371e-05 0.999999998862
101.626,0.999999999159 -1.04936970917e-05 3.96378384771e-05 1.04925468688e-05 0.999999999524 2.90184022469e-05 -3.96381429685e-05 -2.90179863206e-05 0.999999998793
101.647,0.999999999105 -1.08583480074e-05 4.08833801075e-05 1.08571312811e-05 0.999999999498 2.97610062575e-05 -4.08837032423e-05 -2.97605623546e-05 0.999999998721
101.67,0.999999999048 -1.12338547492e-05 4.21623053435e-05 1.12325680197e-05 0.999999999471 3.05185949357e-05 -4.21626481627e-05 -3.05181213157e-05 0.999999998645
101.692,0.999999998986 -1.16289860785e-05 4.35039319669e-05 1.16276240529e-05 0.999999999442 3.13082251476e-05 -4.35042960255e-05 -3.13077192685e-05 0.999999998564
101.715,0.999999998921 -1.2035242112e-05 4.48783105178e-05 1.20338009842e-05 0.999999999412 3.21120331872e-05 -4.48786969675e-05 -3.21114930959e-05 0.999999998477
101.739,0.999999998851 -1.24565156857e-05 4.62978407782e-05 1.24549907701e-05 0.99999999938 3.29372210712e-05 -4.62982510325e-05 -3.29366443941e-05 0.999999998386
101.763,0.999999998776 -1.28916220911e-05 4.77582837517e-05 1.28900087606e-05 0.999999999346 3.37813200466e-05 -4.77587192165e-05 -3.37807044005e-05 0.999999998289
101.787,0.999999998697 -1.33425809947e-05 4.92652164486e-05 1.33408740767e-05 0.999999999311 3.46476940858e-05 -4.92656787043e-05 -3.46470367996e-05 0.999999998186
101.811,0.999999998613 -1.38106577118e-05 5.08203885244e-05 1.38088516938e-05 0.999999999273 3.55374530732e-05 -5.08208792831e-05 -3.55367512527e-05 0.999999998077
101.836,0.999999998523 -1.42977089996e-05 5.24278251343e-05 1.42957978653e-05 0.999999999233 3.64528640464e-05 -5.24283462866e-05 -3.64521144949e-05 0.999999997961
101.862,0.999999998428 -1.48013137134e-05 5.40781123423e-05 1.47992918211e-05 0.999999999192 3.73885771233e-05 -5.40786656986e-05 -3.73877767468e-05 0.999999997839
101.887,0.999999998328 -1.53212024066e-05 5.57692203574e-05 1.53190640281e-05 0.999999999148 3.83435719361e-05 -5.57698077795e-05 -3.83427175397e-05 0.99999999771
101.912,0.999999998224 -1.58447889265e-05 5.74599665742e-05 1.5842531059e-05 0.999999999102 3.92948601454e-05 -5.74605891414e-05 -3.92939497643e-05 0.999999997577
101.937,0.999999998116 -1.63730671196e-05 5.9153661755e-05 1.63706865101e-05 0.999999999056 4.0244758787e-05 -5.91543206294e-05 -4.02437903252e-05 0.999999997441
101.963,0.999999998005 -1.69108398128e-05 6.08651780299e-05 1.69083320629e-05 0.999999999008 4.12019977505e-05 -6.08658747299e-05 -4.12009685397e-05 0.999999997299
101.988,0.999999997886 -1.74683115949e-05 6.26262476072e-05 1.7465669769e-05 0.999999998958 4.21843019047e-05 -6.26269844305e-05 -4.21832080062e-05 0.999999997149
102.014,0.999999997763 -1.80383601223e-05 6.44135793694e-05 1.80355788559e-05 0.999999998905 4.31785817038e-05 -6.44143581697e-05 -4.3177419871e-05 0.999999996993
102.039,0.999999997634 -1.86182938176e-05 6.62182271012e-05 1.86153683141e-05 0.999999998851 4.41800736724e-05 -6.62190495827e-05 -4.41788408912e-05 0.999999996832
102.065,0.999999997501 -1.92077683707e-05 6.80392769639e-05 1.92046937998e-05 0.999999998795 4.518854288e-05 -6.80401448529e-05 -4.51872360936e-05 0.999999996664
102.09,0.999999997363 -1.9806463757e-05 6.98758784133e-05 1.9803235254e-05 0.999999998737 4.62037873221e-05 -6.98767934586e-05 -4.62024034318e-05 0.999999996491
102.116,0.999999997219 -2.04142705436e-05 7.17272203914e-05 2.04108831993e-05 0.999999998677 4.72257804674e-05 -7.17281843763e-05 -4.72243163201e-05 0.999999996312
102.142,0.999999997071 -2.10312456211e-05 7.35925329015e-05 2.1027694475e-05 0.999999998615 4.82546044115e-05 -7.3593547654e-05 -4.82530567888e-05 0.999999996128
102.167,0.999999996918 -2.16575425657e-05 7.5471005797e-05 2.16538226149e-05 0.999999998551 4.92902690022e-05 -7.54720731938e-05 -4.92886346145e-05 0.999999995937
102.193,0.999999996759 -2.22931456034e-05 7.73617575839e-05 2.22892518163e-05 0.999999998485 5.03326922738e-05 -7.73628795407e-05 -5.0330967775e-05 0.999999995741
102.218,0.999999996596 -2.29377588548e-05 7.92638859708e-05 2.29336861756e-05 0.999999998417 5.13817982866e-05 -7.92650644286e-05 -5.13799802986e-05 0.999999995539
102.244,0.999999996427 -2.35910018814e-05 8.11764119942e-05 2.35867452328e-05 0.999999998347 5.24375707512e-05 -8.11776489148e-05 -5.24356558765e-05 0.99999999533
102.27,0.999999996253 -2.4252575749e-05 8.30983321835e-05 2.42481300388e-05 0.999999998275 5.34999809278e-05 -8.30996295525e-05 -5.34979657482e-05 0.999999995116
102.295,0.999999996074 -2.49222061326e-05 8.50287090825e-05 2.49175662557e-05 0.999999998201 5.45689788085e-05 -8.50300689088e-05 -5.45668598858e-05 0.999999994896
102.321,0.999999995891 -2.55994679942e-05 8.6966590886e-05 2.55946288355e-05 0.999999998124 5.56445382134e-05 -8.69680151934e-05 -5.56423121071e-05 0.99999999467
102.346,0.999999995702 -2.62838565663e-05 8.89109762778e-05 2.62788130099e-05 0.999999998046 5.67266070467e-05 -8.89124670981e-05 -5.6724270328e-05 0.999999994438
102.372,0.999999995508 -2.69748560417e-05 9.08607836266e-05 2.69696029842e-05 0.999999997965 5.78150828958e-05 -9.08623429953e-05 -5.78126321569e-05 0.999999994201
102.398,0.99999999531 -2.76719697965e-05 9.28148038144e-05 2.76665021622e-05 0.999999997882 5.89098429322e-05 -9.28164337693e-05 -5.89072747949e-05 0.999999993958
102.423,0.999999995107 -2.83747707576e-05 9.47717750866e-05 2.83690835099e-05 0.999999997797 6.00107358999e-05 -9.47734776687e-05 -6.00080470179e-05 0.999999993709
102.449,0.999999994899 -2.90828519843e-05 9.67304457195e-05 2.90769401362e-05 0.99999999771 6.1117570577e-05 -9.67322229712e-05 -6.11147576398e-05 0.999999993454
102.474,0.999999994686 -2.97958385839e-05 9.86895734421e-05 2.97896972015e-05 0.99999999762 6.22301789971e-05 -9.86914274076e-05 -6.22272387339e-05 0.999999993194
102.5,0.999999994469 -3.05131862609e-05 0.000100647960947 3.05068104541e-05 0.999999997528 6.33485269717e-05 -0.000100649893664 -6.33454561731e-05 0.999999992928
102.526,0.999999994248 -3.12337681163e-05 0.000102604505023 3.1227153015e-05 0.999999997434 6.44728100067e-05 -0.000102606518489 -6.44696055893e-05 0.999999992658
102.551,0.999999994023 -3.19564955919e-05 0.000104558186607 3.19496363474e-05 0.999999997338 6.5603188285e-05 -0.000104560282776 -6.55998472969e-05 0.999999992382
102.577,0.999999993794 -3.26811501767e-05 0.000106507964634 3.26740420072e-05 0.999999997239 6.67394406582e-05 -0.000106510145462 -6.67359601983e-05 0.999999992101
102.602,0.999999993561 -3.34076887896e-05 0.000108452784664 3.34003269899e-05 0.999999997138 6.7881329205e-05 -0.000108455052112 -6.78777064095e-05 0.999999991815
102.628,0.999999993324 -3.41357417704e-05 0.000110391617627 3.41281216963e-05 0.999999997035 6.9028799175e-05 -0.000110393973648 -6.90250312556e-05 0.999999991524
102.653,0.999999993087 -3.48562139302e-05 0.000112300392699 3.48483341871e-05 0.999999996931 7.01678496014e-05 -0.00011230283814 -7.01639356347e-05 0.999999991233
102.678,0.999999992852 -3.55593690488e-05 0.000114153800493 3.55512319449e-05 0.999999996827 7.12831740139e-05 -0.000114156334916 -7.12791151961e-05 0.999999990944
102.702,0.999999992619 -3.62504076574e-05 0.000115965950679 3.62420138373e-05 0.999999996724 7.23830470913e-05 -0.000115968574214 -7.23788437175e-05 0.999999990656
102.726,0.999999992385 -3.69354208035e-05 0.000117752660309 3.69267688354e-05 0.999999996619 7.34771041864e-05 -0.000117755373818 -7.34727554016e-05 0.999999990368
102.75,0.999999992147 -3.76250308291e-05 0.000119541263257 3.76161153092e-05 0.999999996511 7.45824813784e-05 -0.000119544069008 -7.45779841148e-05 0.999999990074
102.775,0.999999991902 -3.83294291664e-05 0.000121357461342 3.83202406381e-05 0.999999996399 7.57159918961e-05 -0.000121360363056 -7.57113408358e-05 0.99999998977
102.801,0.999999991646 -3.90567919609e-05 0.000123220759825 3.90473175447e-05 0.999999996282 7.68912416145e-05 -0.000123223762492 -7.6886429532e-05 0.999999989452
102.826,0.999999991386 -3.97862948707e-05 0.000125076271019 3.97765297752e-05 0.999999996161 7.80746447217e-05 -0.00012507937684 -7.80696689492e-05 0.99999998913
102.852,0.999999991125 -4.05152069589e-05 0.000126916438172 4.05051475375e-05 0.999999996038 7.92617608658e-05 -0.000126919648976 -7.92566193933e-05 0.999999988805
102.877,0.999999990862 -4.12431115015e-05 0.000128740286781 4.12327542403e-05 0.999999995914 8.04524338688e-05 -0.000128743604363 -8.04471248171e-05 0.999999988477
102.903,0.999999990598 -4.19694278957e-05 0.000130546785078 4.19587694144e-05 0.999999995787 8.16465834964e-05 -0.000130550211188 -8.16411051463e-05 0.999999988146
102.929,0.999999990332 -4.26935911157e-05 0.000132334880551 4.26826281782e-05 0.999999995658 8.28441051479e-05 -0.000132338416889 -8.28384559465e-05 0.999999987812
102.954,0.999999990066 -4.34151228228e-05 0.0001341035725 4.34038523422e-05 0.999999995526 8.4044871407e-05 -0.000134107220719 -8.40390499604e-05 0.999999987476
102.98,0.999999989798 -4.41335758748e-05 0.000135851909519 4.41219949212e-05 0.999999995393 8.52487124403e-05 -0.000135855671224 -8.52427175133e-05 0.999999987138
103.005,0.99999998953 -4.4848418316e-05 0.000137578916726 4.48365241314e-05 0.999999995258 8.64554077619e-05 -0.000137582793462 -8.64492382963e-05 0.999999986799
103.031,0.999999989262 -4.55590726471e-05 0.000139283601998 4.55468626516e-05 0.99999999512 8.76647508554e-05 -0.000139287595243 -8.7658405983e-05 0.999999986457
103.057,0.999999988994 -4.62649935439e-05 0.000140964986887 4.62524653329e-05 0.999999994981 8.88765933985e-05 -0.000140969098055 -8.88700724422e-05 0.999999986115
103.082,0.999999988727 -4.69656359172e-05 0.000142622163962 4.69527872542e-05 0.99999999484 9.0090835174e-05 -0.000142626394399 -9.00841376502e-05 0.999999985771
103.108,0.99999998846 -4.76604941951e-05 0.000144254307954 4.76473230106e-05 0.999999994696 9.13073714203e-05 -0.000144258658943 -9.1300497035e-05 0.999999985427
103.133,0.999999988194 -4.83490598543e-05 0.000145860571393 4.83355642569e-05 0.999999994551 9.25260645921e-05 -0.000145865044146 -9.25190132467e-05 0.999999985082
103.159,0.999999987929 -4.90307032293e-05 0.000147440051077 4.90168815136e-05 0.999999994404 9.37467999924e-05 -0.000147444646723 -9.37395718092e-05 0.999999984736
103.185,0.999999987665 -4.97048127795e-05 0.000148991851335 4.96906634233e-05 0.999999994256 9.49695129885e-05 -0.000148996570921 -9.49621083132e-05 0.999999984391
103.21,0.999999987404 -5.03709257818e-05 0.000150515097232 5.03564474466e-05 0.999999994105 9.61941551877e-05 -0.000150519941734 -9.61865745704e-05 0.999999984046
103.236,0.999999987145 -5.10285059684e-05 0.000152008939356 5.10136975025e-05 0.999999993953 9.74206730083e-05 -0.000152013909669 -9.74129172179e-05 0.999999983701
103.261,0.999999986888 -5.16768618737e-05 0.000153472621277 5.16617223104e-05 0.9999999938 9.86489976951e-05 -0.000153477718196 -9.86410677416e-05 0.999999983357
103.287,0.999999986634 -5.23153639202e-05 0.000154905434338 5.22998924837e-05 0.999999993644 9.98790206526e-05 -0.000154910658561 -9.987091778e-05 0.999999983014
103.313,0.999999986383 -5.29434362668e-05 0.000156306665007 5.29276323852e-05 0.999999993488 0.000101110579977 -0.000156312017131 -0.000101102305658 0.999999982672
103.338,0.999999986135 -5.35605332619e-05 0.000157675814054 5.35443965762e-05 0.999999993329 0.000102343349138 -0.000157681294567 -0.000102334905062 0.999999982332
103.364,0.999999985891 -5.41662391485e-05 0.000159012525907 5.41497695021e-05 0.99999999317 0.000103577000502 -0.000159018135197 -0.000103568388549 0.999999981993
103.389,0.99999998565 -5.47601755341e-05 0.000160316275287 5.47433729421e-05 0.999999993009 0.000104811534414 -0.000160322013664 -0.000104802756657 0.999999981657
103.415,0.999999985414 -5.53418852371e-05 0.000161586514588 5.53247498797e-05 0.999999992847 0.000106047020992 -0.000161592382274 -0.000106038079712 0.999999981322
103.441,0.999999985181 -5.59108208819e-05 0.000162822831588 5.58933531127e-05 0.999999992683 0.000107283408102 -0.0001628288287 -0.000107274305798 0.999999980989
103.466,0.999999984954 -5.64664279662e-05 0.000164024833939 5.64486283189e-05 0.999999992518 0.000108520604378 -0.000164030960483 -0.000108511343769 0.99999998066
103.492,0.999999984731 -5.7008311684e-05 0.000165192121649 5.69901808901e-05 0.999999992353 0.000109758431219 -0.000165198377528 -0.000109749015214 0.999999980332
103.517,0.999999984513 -5.75361763887e-05 0.000166324319396 5.7517715383e-05 0.999999992186 0.000110996677645 -0.000166330704421 -0.000110987109331 0.999999980008
103.543,0.9999999843 -5.80495568903e-05 0.000167421070402 5.80307667954e-05 0.999999992018 0.000112235231698 -0.000167427584271 -0.000112225514363 0.999999979687
103.569,0.999999984093 -5.85478601687e-05 0.000168482062924 5.85287422785e-05 0.999999991849 0.000113474061453 -0.000168488705214 -0.000113464198605 0.999999979369
