#Time, Orientation
44.3394,0.999999894115 0.000388927371735 -0.000245979263764 -0.000388925528954 0.99999992434 7.53939902504e-06 0.000245982177432 -7.44373061146e-06 0.999999969719
44.3772,0.999999890096 0.000389830549206 -0.000260460740424 -0.000389828017906 0.999999923969 9.76924689726e-06 0.000260464528972 -9.66771092941e-06 0.999999966032
44.415,0.999999885862 0.000390732054414 -0.000274964302033 -0.000390728761519 0.999999923593 1.20293347094e-05 0.000274968981271 -1.19218968752e-05 0.999999962125
44.4528,0.999999881411 0.000391631449779 -0.000289487944987 -0.00039162732114 0.999999923212 1.43184136085e-05 0.000289493530299 -1.42050405221e-05 0.999999957996
44.4906,0.999999876744 0.000392528253324 -0.000304029696295 -0.00039252321379 0.999999922824 1.66352872527e-05 0.000304036202652 -1.65159464888e-05 0.999999953645
44.5284,0.999999871861 0.000393421925928 -0.000318587636445 -0.00039341589935 0.999999922432 1.89789958255e-05 0.000318595078486 -1.8853655952e-05 0.999999949071
44.5662,0.999999866761 0.000394311933462 -0.000333159772311 -0.000394304842806 0.999999922034 2.13484630002e-05 0.000333168164289 -2.12170936441e-05 0.999999944274
44.604,0.999999861446 0.000395197724096 -0.000347744163945 -0.000395189491525 0.999999921631 2.37426099884e-05 0.000347753519718 -2.36051818594e-05 0.999999939255
44.6418,0.999999855916 0.000396078738259 -0.000362338814215 -0.000396069285256 0.999999921222 2.6160235687e-05 0.000362349147184 -2.60167206426e-05 0.999999934013
44.6796,0.999999850171 0.000396954434628 -0.000376941779762 -0.000396943682073 0.999999920809 2.86001533321e-05 0.000376953102869 -2.8450524389e-05 0.999999928548
44.7174,0.999999844212 0.000397824278597 -0.000391551000129 -0.000397812146868 0.99999992039 3.10611700869e-05 0.000391563325846 -3.09054015039e-05 0.999999922862
44.7552,0.999999838039 0.000398687773904 -0.000406164413827 -0.000398674182875 0.999999919967 3.35423033688e-05 0.000406177754227 -3.33803706704e-05 0.999999916953
44.793,0.999999831654 0.000399544455602 -0.000420779871436 -0.000399529324852 0.999999919539 3.60422682498e-05 0.000420794238068 -3.58741482843e-05 0.999999910823
44.8308,0.999999825058 0.000400393832529 -0.000435395355478 -0.000400377081348 0.999999919106 3.85599738379e-05 0.000435410759432 -3.83856447705e-05 0.999999904472
44.8686,0.999999818251 0.000401235400626 -0.000450008718011 -0.000401216948152 0.999999918668 4.10942296998e-05 0.000450025169871 -4.09136711065e-05 0.999999897902
44.9064,0.999999811236 0.000402068713644 -0.000464617759392 -0.000402048478985 0.999999918226 4.36437755218e-05 0.000464635269195 -4.34569684199e-05 0.999999891113
44.9442,0.999999804012 0.000402893340884 -0.000479220272732 -0.000402871243203 0.99999991778 4.62073797408e-05 0.000479238849976 -4.60143066177e-05 0.999999884106
44.982,0.999999796583 0.000403708857057 -0.000493814055864 -0.000403684815598 0.999999917329 4.87839488176e-05 0.000493833709552 -4.8584593658e-05 0.999999876884
45.0198,0.99999978895 0.000404514893872 -0.000508396728398 -0.000404488828157 0.999999916875 5.13721974622e-05 0.000508417466956 -5.11665458232e-05 0.999999869447
45.0576,0.999999781115 0.000405311112459 -0.000522965953976 -0.000405282942318 0.999999916416 5.39709591388e-05 0.000522987785294 -5.37589981448e-05 0.999999861797
45.0954,0.999999773079 0.000406097182229 -0.000537519330711 -0.000406066827925 0.999999915954 5.6579021241e-05 0.000537542262115 -5.63607396325e-05 0.999999853936
45.1332,0.999999764845 0.000406872744456 -0.00055205459349 -0.000406840126738 0.999999915489 5.91952373317e-05 0.000552078631764 -5.89706254508e-05 0.999999845866
45.171,0.999999756415 0.000407637436018 -0.000566569577003 -0.000407602476282 0.999999915019 6.18183221286e-05 0.000566594728318 -6.1587371908e-05 0.999999837589
45.2088,0.999999747792 0.000408390903786 -0.000581061831885 -0.000408353524076 0.999999914547 6.44471889482e-05 0.000581088101878 -6.42098940473e-05 0.999999829107
45.2466,0.999999738978 0.000409132845617 -0.000595528565773 -0.000409092968848 0.999999914072 6.70805693326e-05 0.000595555959465 -6.68369252741e-05 0.999999820423
45.2844,0.999999729976 0.000409862996972 -0.000609967276646 -0.000409820547034 0.999999913593 6.97171574175e-05 0.000609995798424 -6.94671614692e-05 0.99999981154
45.3222,0.999999720789 0.000410581097693 -0.000624375426219 -0.000410535999555 0.999999913112 7.23556499573e-05 0.000624405079831 -7.20993011651e-05 0.99999980246
45.36,0.99999971142 0.0004112869924 -0.000638750441441 -0.000411239172137 0.999999912629 7.49948647372e-05 0.000638781230045 -7.47321638925e-05 0.999999793187
45.3978,0.999999701873 0.000411980535002 -0.000653089734042 -0.000411929919932 0.999999912143 7.76335624614e-05 0.00065312166018 -7.73645121149e-05 0.999999783723
45.4356,0.99999969215 0.000412661538099 -0.00066739071661 -0.000412608056806 0.999999911656 8.02706073572e-05 0.000667423782242 -7.99952118592e-05 0.999999774073
45.4734,0.999999682255 0.000413329843001 -0.000681650728419 -0.000413273425462 0.999999911166 8.29048274497e-05 0.000681684934905 -8.26230929756e-05 0.99999976424
45.5112,0.999999672193 0.000413985316273 -0.000695867105782 -0.000413925893935 0.999999910675 8.55350776079e-05 0.000695902453889 -8.5247012155e-05 0.999999754226
45.549,0.999999661965 0.00041462789224 -0.000710037071171 -0.000414565398172 0.999999910182 8.81601349423e-05 0.000710073561048 -8.786574834e-05 0.999999744038
45.5868,0.999999651578 0.000415257522922 -0.000724157785754 -0.000415191891841 0.999999909687 9.07788903567e-05 0.00072419541697 -9.04781942863e-05 0.999999733677
45.6246,0.999999641035 0.000415874172385 -0.00073822644188 -0.000415805340743 0.999999909192 9.33902284184e-05 0.000738265213427 -9.30832363973e-05 0.99999972315
45.6624,0.99999963034 0.000416477844106 -0.000752240331716 -0.000416405750169 0.999999908696 9.59930432279e-05 0.000752280242009 -9.56797705435e-05 0.99999971246
45.7002,0.999999619498 0.000417068620931 -0.000766196697296 -0.000416993204838 0.999999908199 9.85862672938e-05 0.000766237744197 -9.82667309652e-05 0.999999701612
45.738,0.999999608513 0.000417646632342 -0.000780092703563 -0.000417567836139 0.999999907701 0.000101168907641 0.000780134884415 -0.000100843126413 0.99999969061
45.7758,0.99999959739 0.00041821197837 -0.000793925463411 -0.000418129746209 0.999999907203 0.000103739832747 0.000793968774977 -0.000103407827128 0.99999967946
45.8136,0.999999586135 0.000418764768789 -0.000807692105665 -0.000418679047046 0.999999906704 0.000106297870682 0.000807736544114 -0.000105959662928 0.999999668167
45.8514,0.999999574751 0.000419305159854 -0.000821389715082 -0.000419215897174 0.999999906206 0.000108841906673 0.000821435276013 -0.000108497520761 0.999999656736
45.8892,0.999999563245 0.000419833385444 -0.000835015299208 -0.000419740532605 0.999999905707 0.000111371104555 0.00083506197778 -0.000111020566146 0.999999645173
45.927,0.999999551621 0.000420349665823 -0.000848565778073 -0.000420253175839 0.999999905209 0.000113884595557 0.000848613568989 -0.000113527932031 0.999999633483
45.9648,0.999999539886 0.000420854246989 -0.000862038128668 -0.000420754075359 0.999999904711 0.000116381304783 0.000862087026092 -0.000116018545179 0.999999621673
46.0026,0.999999528045 0.000421347482095 -0.000875429294448 -0.000421243586855 0.999999904213 0.000118860185749 0.000875479292033 -0.000118491360676 0.999999609748
46.0404,0.999999516104 0.000421829678611 -0.000888736143495 -0.000421722020245 0.999999903716 0.00012132039583 0.000888787234467 -0.000120945537522 0.999999597715
46.0782,0.999999504069 0.0004223011221 -0.000901955474944 -0.000422189663632 0.99999990322 0.000123761069711 0.000902007652091 -0.000123380212056 0.99999958558
46.116,0.999999491946 0.000422762220971 -0.000915084108414 -0.000422646928089 0.999999902724 0.000126181280326 0.000915137364076 -0.000125794458732 0.99999957335
46.1538,0.999999479743 0.000423213461389 -0.000928118866956 -0.000423094302462 0.999999902229 0.000128580154605 0.000928173193065 -0.000128187405906 0.999999561031
46.1916,0.999999467464 0.000423655291637 -0.000941056510177 -0.000423532237745 0.999999901735 0.000130956861353 0.000941111898272 -0.000130558223844 0.999999548631
46.2294,0.999999455118 0.000424088111819 -0.000953893778953 -0.000423961136848 0.999999901243 0.000133310544154 0.000953950220166 -0.000132906057624 0.999999536157
46.2672,0.99999944271 0.000424512377639 -0.00096662741001 -0.000424381458158 0.999999900751 0.000135640527186 0.000966684895156 -0.000135230232845 0.999999523616
46.305,0.999999430248 0.000424928670204 -0.000979254032088 -0.000424793785493 0.999999900261 0.000137946182678 0.000979312551706 -0.000137530123056 0.999999511016
46.3428,0.99999941774 0.00042533763049 -0.000991770289 -0.000425198762685 0.999999899771 0.000140226775737 0.00099182983332 -0.000139804994589 0.999999498364
46.3806,0.999999405191 0.000425739866314 -0.00100417281336 -0.000425597000479 0.999999899283 0.000142481555186 0.0010042333723 -0.0001420540975 0.999999485668
46.4184,0.99999939261 0.000426135950633 -0.0010164581166 -0.000425989074745 0.999999898796 0.000144709851165 0.0010165196798 -0.000144276763217 0.999999472936
46.4562,0.999999380005 0.000426526457224 -0.00102862269334 -0.000426375562191 0.999999898311 0.000146911021216 0.00102868525018 -0.000146472350553 0.999999460176
46.494,0.999999367383 0.000426911931664 -0.00104066305495 -0.000426757011344 0.999999897826 0.000149084445098 0.00104072659455 -0.000148640240529 0.999999447397
46.5318,0.999999354752 0.000427292953878 -0.00105257565879 -0.000427134005021 0.999999897343 0.000151229604402 0.00105264017008 -0.000150779915965 0.999999434607
46.5696,0.999999342121 0.000427670155769 -0.00106435699451 -0.000427507178024 0.999999896861 0.000153345995573 0.00106442246624 -0.000152890874435 0.999999421814
46.6074,0.999999329497 0.000428044147137 -0.00107600361017 -0.000427877143132 0.999999896381 0.000155433069941 0.00107607003089 -0.000154972568372 0.999999409028
46.6452,0.999999316889 0.000428415527777 -0.00108751181952 -0.000428244503276 0.999999895902 0.000157490188865 0.00108757917755 -0.000157024360323 0.999999396257
46.683,0.999999304305 0.000428784907334 -0.00109887781179 -0.000428609871362 0.999999895424 0.000159516655414 0.0010989460952 -0.000159045554562 0.999999383511
46.7208,0.999999291755 0.000429152881618 -0.00111009795549 -0.000428973846413 0.999999894948 0.000161511819248 0.00111016715213 -0.000161035501868 0.999999370798
46.7586,0.999999279246 0.000429520039668 -0.00112116861503 -0.000429337020609 0.999999894473 0.000163475124201 0.00112123871256 -0.000162993647183 0.999999358128
46.7964,0.999999266788 0.000429886975068 -0.00113208648091 -0.000429699990491 0.999999893999 0.000165406152829 0.00113215746686 -0.000164919574002 0.99999934551
46.8342,0.999999254387 0.000430254262875 -0.00114285048453 -0.000430063333599 0.999999893527 0.000167304584969 0.00114292234636 -0.000166812962135 0.999999332951
46.872,0.999999242053 0.000430622483118 -0.00115345506265 -0.000430427633297 0.999999893057 0.000169170015653 0.00115352778771 -0.000168673408498 0.999999320461
46.9098,0.9999992298 0.000430992268134 -0.00116389255653 -0.000430793525638 0.999999892588 0.000171002038084 0.00116396613207 -0.000170500509001 0.999999308056
46.9476,0.999999217631 0.000431364278618 -0.00117416417769 -0.000431161673373 0.99999989212 0.000172800397904 0.00117423859094 -0.000172294008118 0.999999295739
46.9854,0.999999205555 0.000431739164861 -0.00118426781071 -0.000431532729435 0.999999891653 0.0001745648035 0.00118434304886 -0.000174053614497 0.999999283518
47.0232,0.999999193586 0.000432117515948 -0.00119419499947 -0.000431907286728 0.999999891188 0.000176294907163 0.00119427104964 -0.000175778983474 0.999999271409
47.061,0.999999181733 0.000432499867323 -0.0012039421417 -0.000432285883525 0.999999890724 0.000177990497798 0.001204018991 -0.000177469904961 0.999999259421
47.0988,0.999999170005 0.000432886724941 -0.00121350684137 -0.000432669028279 0.999999890261 0.000179651455693 0.00121358447693 -0.000179126259757 0.999999247563
47.1366,0.999999158411 0.000433278551371 -0.00122288446778 -0.000433057186612 0.9999998898 0.000181277523202 0.00122296287668 -0.000180747791734 0.999999235846
47.1744,0.999999146963 0.000433675811816 -0.00123207115293 -0.000433450826726 0.99999988934 0.000182868374686 0.00123215032218 -0.000182334176433 0.99999922428
47.2122,0.999999135668 0.000434078980305 -0.00124106329098 -0.000433850425413 0.999999888881 0.000184423831679 0.00124114320758 -0.000183885236439 0.999999212875
47.25,0.999999124539 0.000434488521617 -0.00124985660588 -0.000434256450117 0.999999888423 0.000185943887024 0.00124993725691 -0.000185400965944 0.999999201641
47.2878,0.999999113584 0.000434904838566 -0.001258447173 -0.000434669306338 0.999999887967 0.000187428448946 0.00125852854555 -0.000186881274446 0.99999919059
47.3256,0.999999102813 0.000435328268598 -0.00126683154182 -0.000435089334257 0.999999887511 0.000188877305907 0.00126691362294 -0.000188325951556 0.999999179731
47.3634,0.999999092237 0.000435759156828 -0.00127500575364 -0.000435516881777 0.999999887057 0.000190290263409 0.00127508853037 -0.00018973480414 0.999999169075
47.4012,0.999999081865 0.000436197857233 -0.00128296538686 -0.000435952305669 0.999999886605 0.00019166718537 0.00128304884619 -0.000191107697675 0.999999158631
47.439,0.999999071708 0.000436644722138 -0.00129070667654 -0.000436395960677 0.999999886153 0.000193008107435 0.00129079080557 -0.000192444669087 0.999999148412
47.4768,0.999999061776 0.000437100039887 -0.001298225978 -0.000436848137606 0.999999885703 0.000194312998957 0.00129831076384 -0.000193745689047 0.999999138426
47.5146,0.999999052078 0.000437564007462 -0.00130551900851 -0.000437309035943 0.999999885254 0.000195581866579 0.00130560443829 -0.000195010765923 0.999999128684
47.5524,0.999999042626 0.000438036797915 -0.00131258158785 -0.000437778831046 0.999999884807 0.000196814834681 0.00131266764879 -0.000196240025823 0.999999119196
47.5902,0.999999033429 0.000438518598614 -0.00131940999385 -0.000438257712487 0.999999884361 0.000198012009201 0.00131949667322 -0.000197433576202 0.999999109974
47.628,0.999999024496 0.00043900959834 -0.00132600066004 -0.000438745871223 0.999999883916 0.000199173470145 0.00132608794518 -0.000198591498536 0.999999101026
47.6658,0.999999015837 0.000439509968627 -0.00133234968039 -0.000439243480988 0.999999883473 0.000200299302128 0.00133243755867 -0.00019971387909 0.999999092362
47.7036,0.999999007463 0.0004400198879 -0.00133845282435 -0.000439750722488 0.999999883031 0.00020138954981 0.0013385412832 -0.000200800764327 0.999999083993
47.7414,0.999998999382 0.000440539512213 -0.00134430614517 -0.000440267754075 0.99999988259 0.000202444179374 0.001344395172 -0.000201852122158 0.999999075928
47.7792,0.999998991606 0.000441068950188 -0.00134990567893 -0.00044079468642 0.999999882151 0.000203463314033 0.00134999526119 -0.000202868077611 0.999999068178
47.817,0.999998984142 0.000441608282427 -0.00135524761723 -0.00044133160206 0.999999881714 0.000204447111706 0.00135533774246 -0.000203848790414 0.999999060752
47.8548,0.999998977001 0.00044215754669 -0.00136032843877 -0.000441878540698 0.999999881278 0.000205395646279 0.0013604190945 -0.000204794336214 0.999999053659
47.8926,0.999998970191 0.000442716725115 -0.00136514419165 -0.000442435486393 0.999999880844 0.00020630904417 0.00136523536545 -0.000205704843477 0.999999046908
47.9304,0.999998963722 0.000443285817501 -0.00136969074997 -0.000443002440769 0.999999880411 0.000207187493798 0.00136978242945 -0.000206580502749 0.99999904051
47.9682,0.999998957603 0.000443864817527 -0.00137396431238 -0.00044357939911 0.99999987998 0.000208031262157 0.00137405648523 -0.000207421583042 0.999999034472
48.006,0.999998951842 0.000444453644329 -0.00137796110347 -0.000444166282111 0.999999879551 0.000208840612372 0.00137805375747 -0.000208228349614 0.999999028804
48.0438,0.999998946447 0.000445052230243 -0.0013816774966 -0.000444763023407 0.999999879123 0.000209615935098 0.00138177061963 -0.000209001195196 0.999999023514
48.0816,0.999998941428 0.000445660530657 -0.00138510985909 -0.000445369579455 0.999999878698 0.000210357753138 0.00138520343922 -0.000209740644664 0.99999901861
48.1194,0.999998936792 0.000446278452307 -0.00138825447105 -0.000445985858221 0.999999878274 0.000211066446115 0.00138834849647 -0.000210447079845 0.9999990141
48.1572,0.999998932547 0.000446905892089 -0.00139110769441 -0.00044661175795 0.999999877852 0.000211742259541 0.00139120215335 -0.000211120748463 0.999999009992
48.195,0.9999989287 0.000447542718212 -0.00139366579096 -0.000447247148071 0.999999877431 0.000212385511465 0.00139376067173 -0.000211761970886 0.999999006294
48.2328,0.999998925259 0.000448188740432 -0.00139592510595 -0.000447891839376 0.999999877013 0.00021299660016 0.00139602039695 -0.00021237114778 0.999999003012
48.2706,0.999998922232 0.000448843763551 -0.00139788210431 -0.000448545637665 0.999999876596 0.000213575897442 0.00139797779402 -0.000212948653336 0.999999000155
48.3084,0.999998919624 0.00044950761408 -0.00139953304156 -0.000449208370511 0.999999876181 0.000214123723388 0.00139962911852 -0.000213494810097 0.999998997729
48.3462,0.999998917444 0.000450180163864 -0.00140087435856 -0.000449879910797 0.999999875769 0.000214640349227 0.00140097081136 -0.000214009891636 0.99999899574
48.384,0.999998915696 0.00045086132677 -0.00140190277974 -0.000450560173261 0.999999875358 0.000215126085549 0.00140199959704 -0.000214494210728 0.999998994194
48.4218,0.999998914386 0.000451550983612 -0.00140261476685 -0.000451249039526 0.999999874949 0.000215581290584 0.00140271193739 -0.00021494812798 0.999998993098
48.4596,0.999998913521 0.000452248952045 -0.00140300691067 -0.000451946328021 0.999999874543 0.000216006289806 0.00140310442327 -0.000215371971299 0.999998992456
48.4974,0.999998913104 0.000452955056619 -0.00140307610109 -0.000452651863872 0.999999874138 0.000216401464819 0.00140317394463 -0.000215766124601 0.999998992273
48.5352,0.999998913141 0.000453669115538 -0.00140281919794 -0.000453365465686 0.999999873736 0.000216767288464 0.00140291736144 -0.000216131063089 0.999998992555
48.573,0.999998913635 0.00045439090325 -0.0014022331201 -0.000454086908208 0.999999873335 0.000217104264663 0.00140233159269 -0.000216467293107 0.999998993303
48.6108,0.999998914591 0.000455120225729 -0.00140131466626 -0.00045481599783 0.999999872937 0.000217412790341 0.00140141343716 -0.000216775214031 0.999998994524
48.6486,0.999998916012 0.000455856781241 -0.00140006064618 -0.000455552433293 0.999999872541 0.00021769318347 0.00140015970464 -0.000217055146459 0.999998996219
48.6864,0.999998917901 0.000456600180508 -0.00139846813326 -0.000456295825604 0.999999872147 0.000217945819482 0.00139856746856 -0.000217307468472 0.999998998393
48.7242,0.999998920261 0.000457350193137 -0.00139653427242 -0.000457045944558 0.999999871755 0.000218171098979 0.00139663387392 -0.000217532583085 0.999999001046
48.762,0.999998923093 0.000458106607393 -0.00139425626364 -0.000457802578571 0.999999871366 0.000218369400496 0.00139435612076 -0.00021773087122 0.999999004182
48.7998,0.9999989264 0.000458869140452 -0.00139163141815 -0.00045856544491 0.999999870979 0.000218541095156 0.00139173152036 -0.00021790270645 0.9999990078
48.8376,0.999998930182 0.00045963748429 -0.00138865712459 -0.000459334235547 0.999999870594 0.000218686572828 0.00138875746144 -0.000218048481115 0.999999011903
48.8754,0.999998934439 0.000460411312555 -0.00138533090301 -0.000460108624058 0.999999870212 0.000218806217431 0.00138543146407 -0.000218168581584 0.999999016491
48.9132,0.999998939172 0.00046119027997 -0.00138165034977 -0.000460888265084 0.999999869832 0.000218900372936 0.00138175112465 -0.000218263354288 0.999999021562
48.951,0.999998944381 0.000461974006106 -0.00137761309203 -0.000461672778083 0.999999869455 0.000218969366552 0.00137771407035 -0.00021833312894 0.999999027117
48.9888,0.999998950063 0.000462762129005 -0.0013732170556 -0.000462461800843 0.999999869081 0.000219013543771 0.00137331822699 -0.000218378253388 0.999999033154
49.0266,0.999998956216 0.000463554347115 -0.0013684602261 -0.000463255031491 0.99999986871 0.000219033257769 0.00136856158025 -0.000218399083061 0.99999903967
49.0644,0.99999896284 0.00046435038128 -0.00136334037812 -0.000464052190553 0.999999868341 0.000219028859146 0.00136344190476 -0.000218395970889 0.999999046664
49.1022,0.999998969932 0.000465149902286 -0.00135785542843 -0.000464852948481 0.999999867975 0.000219000651833 0.00135795711729 -0.000218369223148 0.999999054133
49.14,0.999998977487 0.000465952569182 -0.001352003533 -0.000465656963912 0.999999867612 0.000218948927788 0.00135210537383 -0.000218319134049 0.999999062073
49.1778,0.999998985502 0.000466758125062 -0.00134578293183 -0.000466463979334 0.999999867253 0.000218874074869 0.00134588491443 -0.00021824609356 0.999999070481
49.2156,0.999998993973 0.000467566344035 -0.00133919197791 -0.000467273768164 0.999999866896 0.000218776494162 0.00133929409219 -0.000218150504785 0.99999907935
49.2534,0.999999002894 0.000468376938467 -0.00133222902269 -0.000468086042175 0.999999866542 0.000218656484759 0.00133233125855 -0.000218032668925 0.999999088677
49.2912,0.99999901226 0.000469189561527 -0.00132489229711 -0.000468900453918 0.999999866192 0.000218514350274 0.00132499464448 -0.000217892891839 0.999999098456
49.329,0.999999022066 0.000470003866584 -0.00131718028823 -0.000469716656011 0.999999865845 0.000218350422313 0.00131728273706 -0.00021773150726 0.999999108679
49.3668,0.999999032303 0.000470819587918 -0.00130909188655 -0.000470534381856 0.999999865501 0.000218165030294 0.00130919442685 -0.000217548846435 0.999999119341
49.4046,0.999999042965 0.000471636498783 -0.00130062595659 -0.000471353403822 0.99999986516 0.000217958488115 0.00130072857839 -0.00021734522505 0.999999130433
49.4424,0.999999054044 0.000472454356583 -0.00129178119814 -0.000472173478503 0.999999864823 0.00021773104511 0.0012918838915 -0.000217120894324 0.999999141947
49.4802,0.99999906553 0.000473272921293 -0.00128255648198 -0.000472994365002 0.999999864489 0.000217482941816 0.00128265923697 -0.000216876096596 0.999999153875
49.518,0.999999077416 0.000474091979341 -0.00127295098127 -0.000473815848724 0.999999864158 0.000217214452236 0.00127305378798 -0.000216611107488 0.999999166206
49.5558,0.99999908969 0.000474911313358 -0.00126296386318 -0.000474637711254 0.999999863831 0.00021692584454 0.00126306671174 -0.000216326196793 0.999999178932
49.5936,0.999999102344 0.000475730636702 -0.00125259420411 -0.000475459664908 0.999999863508 0.000216617367889 0.00125269708466 -0.00021602161542 0.999999192042
49.6314,0.999999115365 0.00047654963822 -0.00124184134513 -0.000476281397265 0.999999863187 0.000216289378473 0.00124194424786 -0.000215697721205 0.999999205524
49.6692,0.999999128742 0.000477368044135 -0.00123070494152 -0.000477102633191 0.999999862871 0.000215942224619 0.00123080785668 -0.000215354863909 0.999999219367
49.707,0.999999142463 0.000478185596932 -0.001219184612 -0.000477923113991 0.999999862558 0.00021557609294 0.00121928752982 -0.000214993231569 0.999999233558
49.7448,0.999999156516 0.000479002021662 -0.00120728000242 -0.000478742563525 0.999999862249 0.00021519114543 0.00120738291311 -0.000214612987596 0.999999248084
49.7826,0.999999170886 0.000479817040847 -0.00119499097199 -0.000479560702965 0.999999861944 0.000214787606521 0.00119509386576 -0.000214214357727 0.999999262931
49.8204,0.999999185559 0.000480630459913 -0.00118231753104 -0.000480377336266 0.999999861642 0.000214365751782 0.00118242039817 -0.000213797618648 0.999999278086
49.8582,0.999999200522 0.000481442123065 -0.00116925978855 -0.000481192306143 0.999999861345 0.000213925829891 0.00116936261933 -0.000213363020048 0.999999293533
49.896,0.999999215759 0.00048225173758 -0.00115581790274 -0.000482005318376 0.999999861051 0.000213468058725 0.00115592068748 -0.000212910780939 0.999999309258
49.9338,0.999999231254 0.000483058975753 -0.00114199208483 -0.00048281604373 0.999999860761 0.000212992654626 0.00114209481383 -0.000212441118788 0.999999325244
49.9716,0.999999246991 0.000483863666914 -0.00112778270222 -0.000483624309953 0.999999860476 0.00021249982287 0.00112788536581 -0.000211954239724 0.999999341475
50.0094,0.999999262953 0.000484665726467 -0.0011131903652 -0.000484430030818 0.999999860194 0.000211989741481 0.00111329295373 -0.000211450322392 0.999999357934
50.0472,0.999999279123 0.00048546505148 -0.00109821587465 -0.000485233101713 0.999999859916 0.000211462573007 0.0010983183785 -0.000210929529873 0.999999374603
50.085,0.999999295482 0.00048626151966 -0.00108286018117 -0.000486033398592 0.999999859642 0.000210918492135 0.00108296259073 -0.000210392037325 0.999999391463
50.1228,0.999999312011 0.000487054986169 -0.00106712433373 -0.000486830774796 0.999999859373 0.00021035769398 0.00106722663942 -0.00020983804029 0.999999408497
50.1606,0.999999328693 0.000487845301926 -0.00105100945132 -0.000487625079356 0.999999859107 0.000209780399288 0.00105111164362 -0.000209267759894 0.999999425685
50.1984,0.999999345507 0.000488632429292 -0.00103451675164 -0.000488416272707 0.999999858845 0.00020918682782 0.00103461882108 -0.000208681416092 0.999999443008
50.2362,0.999999362432 0.000489416418796 -0.00101764753502 -0.000489204403421 0.999999858587 0.000208577192278 0.00101774947222 -0.00020807922164 0.999999460444
50.274,0.99999937945 0.000490197260787 -0.00100040325234 -0.000489989459886 0.999999858333 0.000207951661699 0.00100050504795 -0.000207461345605 0.999999477975
50.3118,0.999999396538 0.000490974945443 -0.000982785545594 -0.000490771430308 0.999999858083 0.000207310353409 0.00098288719031 -0.000206827905237 0.999999495577
50.3496,0.999999413675 0.000491749471703 -0.0009647962326 -0.000491550311498 0.999999857836 0.000206653484983 0.000964897717183 -0.000206179117929 0.999999513231
50.3874,0.99999943084 0.000492520776418 -0.000946437284175 -0.000492326038127 0.999999857593 0.00020598128214 0.000946538599457 -0.000205515209185 0.999999530914
50.4252,0.999999448009 0.000493288807703 -0.000927710773759 -0.000493098556234 0.999999857354 0.000205293820755 0.000927811910569 -0.000204836254592 0.999999548603
50.463,0.999999465161 0.000494053598519 -0.00090861883151 -0.000493867896633 0.999999857118 0.000204591219365 0.000908719780714 -0.000204142372271 0.999999566277
50.5008,0.999999482273 0.000494815248789 -0.000889163719653 -0.000494634156972 0.999999856886 0.000203873689952 0.000889264472212 -0.000203433773654 0.999999583912
50.5386,0.99999949932 0.000495573843902 -0.000869347857446 -0.000495397420406 0.999999856657 0.000203141346883 0.00086944840437 -0.000202710572488 0.999999601484
50.5764,0.99999951628 0.000496329412555 -0.000849173689902 -0.000496157713438 0.999999856432 0.000202394238133 0.000849274022201 -0.000201972816155 0.99999961897
50.6142,0.999999533129 0.000497082000518 -0.000828643815693 -0.000496915079591 0.99999985621 0.000201632406157 0.000828743924382 -0.000201220546413 0.999999636347
50.652,0.999999549843 0.000497831727004 -0.000807761009888 -0.000497669635761 0.999999855991 0.000200855919047 0.000807860886012 -0.000200453830503 0.999999653589
50.6898,0.999999566396 0.000498578696027 -0.000786528074702 -0.000498421483654 0.999999855775 0.000200064800384 0.000786627709312 -0.000199672691145 0.999999670674
50.7276,0.999999582766 0.0004993229602 -0.000764947952434 -0.000499170673559 0.999999855562 0.000199259035643 0.000765047336559 -0.00019887711292 0.999999687575
50.7654,0.999999598925 0.00050006459965 -0.000743023816307 -0.000499917283169 0.999999855352 0.000198438662755 0.000743122940981 -0.000198067132719 0.999999704269
50.8032,0.999999614851 0.000500803717593 -0.000720758986149 -0.000500661413234 0.999999855145 0.000197603702662 0.000720857842413 -0.000197242770343 0.99999972073
50.841,0.999999630517 0.000501540426861 -0.00069815687404 -0.000501403174122 0.999999854941 0.000196754126053 0.000698255452914 -0.000196403995283 0.999999736932
50.8788,0.999999645898 0.000502274861914 -0.000675221001843 -0.00050214269777 0.99999985474 0.000195889927028 0.000675319294347 -0.000195550800368 0.999999752852
50.9166,0.999999660969 0.000503006957337 -0.000651954982887 -0.000502879916133 0.999999854541 0.000195011207728 0.000652052980049 -0.000194683286546 0.999999768463
50.9544,0.999999675705 0.000503736763618 -0.000628362591491 -0.000503614877073 0.999999854345 0.00019411800573 0.000628460284343 -0.000193801490029 0.999999783739
50.9922,0.999999690079 0.000504464557846 -0.000604447726857 -0.000504347855043 0.999999854151 0.000193210314742 0.000604545106456 -0.000192905402948 0.999999798656
51.03,0.999999704067 0.000505190505044 -0.000580214392985 -0.000505079012367 0.99999985396 0.000192288179619 0.000580311450414 -0.000191995068602 0.999999813188
51.0678,0.999999717642 0.000505914812446 -0.000555666758981 -0.000505808553595 0.999999853771 0.000191351541039 0.000555763485305 -0.00019107042601 0.99999982731
51.1056,0.99999973078 0.000506637673485 -0.000530809091749 -0.000506536669432 0.999999853584 0.000190400362657 0.000530905478027 -0.000190131437128 0.999999840995
