#Time, x, y, z
69.2874,135,125,-13.8408666828
69.3252,135,125,-13.8389783151
69.363,135,125,-13.8371214532
69.4008,135,125,-13.8352967959
69.4386,135,125,-13.8335050867
69.4764,135,125,-13.8317471262
69.5142,135,125,-13.8300236367
69.552,135,125,-13.8283352658
69.5898,135,125,-13.8266827131
69.6276,135,125,-13.8250667062
69.6654,135,125,-13.8234879208
69.7032,135,125,-13.8219470179
69.741,135,125,-13.8204446809
69.7788,135,125,-13.8189815845
69.8166,135,125,-13.8175583907
69.8544,135,125,-13.8161757453
69.8922,135,125,-13.8148342763
69.93,135,125,-13.8135346214
69.9678,135,125,-13.812277401
70.0056,135,125,-13.8110632158
70.0434,135,125,-13.8098926759
70.0812,135,125,-13.8087663775
70.119,135,125,-13.8076849028
70.1568,135,125,-13.8066488367
70.1946,135,125,-13.8056584687
70.2324,135,125,-13.8047142116
70.2702,135,125,-13.8038168456
70.308,135,125,-13.8029669779
70.3458,135,125,-13.8021651052
70.3836,135,125,-13.8014117134
70.4214,135,125,-13.8007072899
70.4592,135,125,-13.8000522988
70.497,135,125,-13.7994471842
70.5348,135,125,-13.7988923871
70.5726,135,125,-13.798388341
70.6104,135,125,-13.7979354669
70.6482,135,125,-13.7975341649
70.686,135,125,-13.7971848152
70.7238,135,125,-13.7968877862
70.7616,135,125,-13.7966434293
70.7994,135,125,-13.7964520711
70.8372,135,125,-13.796314039
70.875,135,125,-13.7962296531
70.9128,135,125,-13.7961992132
70.9506,135,125,-13.7962229853
70.9884,135,125,-13.7963012064
71.0262,135,125,-13.7964341153
71.064,135,125,-13.7966219346
71.1018,135,125,-13.7968648635
71.1396,135,125,-13.7971630965
71.1774,135,125,-13.7975168094
71.2152,135,125,-13.7979261584
71.253,135,125,-13.7983912784
71.2908,135,125,-13.7989122655
71.3286,135,125,-13.7994891872
71.3664,135,125,-13.8001221146
71.4042,135,125,-13.8008110912
71.442,135,125,-13.8015561861
71.4798,135,125,-13.8023574366
71.5176,135,125,-13.8032147959
71.5554,135,125,-13.8041282282
71.5932,135,125,-13.80509769
71.631,135,125,-13.8061231129
71.6688,135,125,-13.8072044219
71.7066,135,125,-13.8083414425
71.7444,135,125,-13.8095339553
71.7822,135,125,-13.810781852
71.82,135,125,-13.8120850271
71.8578,135,125,-13.8134433044
71.8956,135,125,-13.8148564839
71.9334,135,125,-13.8163243538
71.9712,135,125,-13.8178466588
72.009,135,125,-13.8194231137
72.0468,135,125,-13.8210534433
72.0846,135,125,-13.8227373034
72.1224,135,125,-13.8244743407
72.1602,135,125,-13.8262642626
72.198,135,125,-13.8281067334
72.2358,135,125,-13.8300013677
72.2736,135,125,-13.8319477561
72.3114,135,125,-13.8339454673
72.3492,135,125,-13.835994059
72.387,135,125,-13.8380930726
72.4248,135,125,-13.8402420184
72.4626,135,125,-13.8424403805
72.5004,135,125,-13.844687618
72.5382,135,125,-13.8469831559
72.576,135,125,-13.849326421
72.6138,135,125,-13.8517168374
72.6516,135,125,-13.8541537733
72.6894,135,125,-13.8566365582
72.7272,135,125,-13.8591645032
72.765,135,125,-13.8617369423
72.8028,135,125,-13.8643532285
72.8406,135,125,-13.8670126611
72.8784,135,125,-13.8697144963
72.9162,135,125,-13.8724579749
72.954,135,125,-13.8752423267
72.9918,135,125,-13.8780667461
73.0296,135,125,-13.880930402
73.0674,135,125,-13.8838324708
73.1052,135,125,-13.8867721132
73.143,135,125,-13.8897484521
73.1808,135,125,-13.8927605945
73.2186,135,125,-13.895807634
73.2564,135,125,-13.8988886511
73.2942,135,125,-13.9020027122
73.332,135,125,-13.9051488638
73.3698,135,125,-13.9083261381
73.4076,135,125,-13.9115335457
73.4454,135,125,-13.9147700815
73.4832,135,125,-13.9180347317
73.521,135,125,-13.9213264679
73.5588,135,125,-13.9246442498
73.5966,135,125,-13.9279870065
73.6344,135,125,-13.9313536425
73.6722,135,125,-13.9347430693
73.71,135,125,-13.9381542028
73.7478,135,125,-13.9415858999
73.7856,135,125,-13.9450370143
73.8234,135,125,-13.9485064681
73.8612,135,125,-13.9519931298
73.899,135,125,-13.9554958209
73.9368,135,125,-13.9590133703
73.9746,135,125,-13.9625445966
74.0124,135,125,-13.9660882801
74.0502,135,125,-13.9696431958
74.088,135,125,-13.9732081608
74.1258,135,125,-13.9767819752
74.1636,135,125,-13.9803633985
74.2014,135,125,-13.9839511725
74.2392,135,125,-13.9875440527
74.277,135,125,-13.9911407924
74.3148,135,125,-13.9947401312
74.3526,135,125,-13.9983408019
74.3904,135,125,-14.0019415439
74.4282,135,125,-14.0055410766
74.466,135,125,-14.0091380792
74.5038,135,125,-14.0127312624
74.5416,135,125,-14.0163193874
74.5794,135,125,-14.0199011902
74.6172,135,125,-14.0234753664
74.655,135,125,-14.0270406089
74.6928,135,125,-14.0305956063
74.7306,135,125,-14.0341390506
74.7684,135,125,-14.0376696298
74.8062,135,125,-14.0411860652
74.844,135,125,-14.0446870575
74.8818,135,125,-14.0481712666
74.9196,135,125,-14.0516373674
74.9574,135,125,-14.0550840572
74.9952,135,125,-14.0585100513
75.033,135,125,-14.0619140773
75.0708,135,125,-14.0652948444
75.1086,135,125,-14.0686510319
75.1464,135,125,-14.071981372
75.1842,135,125,-14.0752846105
75.222,135,125,-14.0785594549
75.2598,135,125,-14.0818046341
75.2976,135,125,-14.0850189161
75.3354,135,125,-14.088201065
75.3732,135,125,-14.0913498383
75.411,135,125,-14.0944639854
75.4488,135,125,-14.0975422522
75.4866,135,125,-14.1005834227
75.5244,135,125,-14.1035863182
75.5622,135,125,-14.1065497644
75.6,135,125,-14.1094725928
75.6378,135,125,-14.1123536389
75.6756,135,125,-14.1151917413
75.7134,135,125,-14.1179857429
75.7512,135,125,-14.1207345027
75.789,135,125,-14.1234369088
75.8268,135,125,-14.1260918662
75.8646,135,125,-14.1286982793
75.9024,135,125,-14.1312550636
75.9402,135,125,-14.1337611632
75.978,135,125,-14.1362155442
76.0158,135,125,-14.1386171823
76.0536,135,125,-14.1409650562
76.0914,135,125,-14.1432581702
76.1292,135,125,-14.1454955571
76.167,135,125,-14.1476762479
76.2048,135,125,-14.1497992908
76.2426,135,125,-14.1518637894
76.2804,135,125,-14.1538688649
76.3182,135,125,-14.1558136241
76.356,135,125,-14.1576971889
76.3938,135,125,-14.1595187266
76.4316,135,125,-14.1612774538
76.4694,135,125,-14.1629726123
76.5072,135,125,-14.1646034528
76.545,135,125,-14.1661692447
76.5828,135,125,-14.1676692817
76.6206,135,125,-14.1691028758
76.6584,135,125,-14.1704693702
76.6962,135,125,-14.1717681481
76.734,135,125,-14.1729986167
76.7718,135,125,-14.1741602123
76.8096,135,125,-14.1752523715
76.8474,135,125,-14.1762745235
76.8852,135,125,-14.1772261751
76.923,135,125,-14.1781068806
76.9608,135,125,-14.1789161855
76.9986,135,125,-14.1796536699
77.0364,135,125,-14.1803189219
77.0742,135,125,-14.1809114964
77.112,135,125,-14.1814310049
77.1498,135,125,-14.1818771903
77.1876,135,125,-14.1822498305
77.2254,135,125,-14.182548696
77.2632,135,125,-14.1827735967
77.301,135,125,-14.1829243773
77.3388,135,125,-14.183000891
77.3766,135,125,-14.1830030034
77.4144,135,125,-14.1829306214
77.4522,135,125,-14.1827836889
77.49,135,125,-14.1825621813
77.5278,135,125,-14.182266109
77.5656,135,125,-14.1818954987
77.6034,135,125,-14.181450407
77.6412,135,125,-14.1809309294
77.679,135,125,-14.1803371895
77.7168,135,125,-14.1796693541
77.7546,135,125,-14.1789276257
77.7924,135,125,-14.1781122266
77.8302,135,125,-14.1772234151
77.868,135,125,-14.1762614729
77.9058,135,125,-14.1752267114
77.9436,135,125,-14.1741194933
77.9814,135,125,-14.1729402255
78.0192,135,125,-14.1716893541
78.057,135,125,-14.170367325
78.0948,135,125,-14.1689746001
78.1326,135,125,-14.1675117205
78.1704,135,125,-14.1659792597
78.2082,135,125,-14.1643777987
78.246,135,125,-14.1627079563
78.2838,135,125,-14.1609703837
78.3216,135,125,-14.1591657778
78.3594,135,125,-14.1572948525
78.3972,135,125,-14.1553583283
78.435,135,125,-14.1533569902
78.4728,135,125,-14.1512916764
78.5106,135,125,-14.1491632584
78.5484,135,125,-14.1469726274
78.5862,135,125,-14.1447206864
78.624,135,125,-14.1424083802
78.6618,135,125,-14.1400366982
78.6996,135,125,-14.1376066561
78.7374,135,125,-14.1351192947
78.7752,135,125,-14.1325756832
78.813,135,125,-14.129976928
78.8508,135,125,-14.1273241661
78.8886,135,125,-14.1246185473
78.9264,135,125,-14.1218612375
78.9642,135,125,-14.1190534378
79.002,135,125,-14.1161963961
79.0398,135,125,-14.1132913914
79.0776,135,125,-14.1103397106
79.1154,135,125,-14.1073426632
79.1532,135,125,-14.1043015865
79.191,135,125,-14.1012178227
79.2288,135,125,-14.0980927829
79.2666,135,125,-14.0949279072
79.3044,135,125,-14.0917246502
79.3422,135,125,-14.0884845091
79.38,135,125,-14.0852089711
79.4178,135,125,-14.0818995586
79.4556,135,125,-14.0785577806
79.4934,135,125,-14.0751851862
79.5312,135,125,-14.0717833853
79.569,135,125,-14.0683539513
79.6068,135,125,-14.0648984713
79.6446,135,125,-14.061418627
79.6824,135,125,-14.0579161436
79.7202,135,125,-14.0543926938
79.758,135,125,-14.0508499402
79.7958,135,125,-14.0472895673
79.8336,135,125,-14.0437132823
79.8714,135,125,-14.0401228181
79.9092,135,125,-14.0365199819
79.947,135,125,-14.0329065256
79.9848,135,125,-14.0292841316
80.0226,135,125,-14.025654527
80.0604,135,125,-14.022019483
80.0982,135,125,-14.0183808127
80.136,135,125,-14.0147403347
80.1738,135,125,-14.0110998815
80.2116,135,125,-14.0074612997
80.2494,135,125,-14.0038266932
80.2872,135,125,-14.0001979107
80.325,135,125,-13.9965764324
80.3628,135,125,-13.9929639841
80.4006,135,125,-13.9893624166
80.4384,135,125,-13.9857735756
80.4762,135,125,-13.9821993358
80.514,135,125,-13.978641269
80.5518,135,125,-13.9751007535
80.5896,135,125,-13.9715799245
80.6274,135,125,-13.9680810125
80.6652,135,125,-13.9646057703
80.703,135,125,-13.9611560172
80.7408,135,125,-13.9577336082
80.7786,135,125,-13.9543403575
80.8164,135,125,-13.9509780694
80.8542,135,125,-13.9476485613
80.892,135,125,-13.9443536283
80.9298,135,125,-13.9410950149
80.9676,135,125,-13.9378744535
81.0054,135,125,-13.9346936794
81.0432,135,125,-13.9315544109
81.081,135,125,-13.928458384
81.1188,135,125,-13.9254073225
81.1566,135,125,-13.9224029125
81.1944,135,125,-13.9194468143
81.2322,135,125,-13.9165406839
81.27,135,125,-13.9136861514
81.3078,135,125,-13.9108848189
81.3456,135,125,-13.9081383051
81.3834,135,125,-13.9054482027
81.4212,135,125,-13.9028160538
81.459,135,125,-13.9002433957
81.4968,135,125,-13.897731741
81.5346,135,125,-13.895282564
81.5724,135,125,-13.8928973139
81.6102,135,125,-13.8905774009
81.648,135,125,-13.888324032
81.6858,135,125,-13.8861386973
81.7236,135,125,-13.8840229248
81.7614,135,125,-13.8819778434
81.7992,135,125,-13.8800046963
81.837,135,125,-13.8781047417
81.8748,135,125,-13.8762791808
81.9126,135,125,-13.8745291864
81.9504,135,125,-13.8728558962
81.9882,135,125,-13.8712603918
82.026,135,125,-13.8697437194
82.0638,135,125,-13.8683068988
82.1016,135,125,-13.8669507374
82.1394,135,125,-13.8656766014
82.1772,135,125,-13.8644856208
82.215,135,125,-13.8633780866
82.2528,135,125,-13.8623546653
82.2906,135,125,-13.8614161919
82.3284,135,125,-13.8605634626
82.3662,135,125,-13.8597971917
82.404,135,125,-13.859118042
82.4418,135,125,-13.8585266341
82.4796,135,125,-13.8580235435
82.5174,135,125,-13.8576092857
82.5552,135,125,-13.8572843018
82.593,135,125,-13.8570489817
82.6308,135,125,-13.8569037024
82.6686,135,125,-13.856848815
82.7064,135,125,-13.85688459
82.7442,135,125,-13.8570112569
82.782,135,125,-13.8572289949
82.8198,135,125,-13.8575379136
82.8576,135,125,-13.8579380454
82.8954,135,125,-13.8584293966
82.9332,135,125,-13.8590119424
82.971,135,125,-13.8596855665
83.0088,135,125,-13.8604500742
83.0466,135,125,-13.8613052755
83.0844,135,125,-13.8622509581
83.1222,135,125,-13.8632868613
83.16,135,125,-13.8644126587
83.1978,135,125,-13.8656279545
83.2356,135,125,-13.8669323042
83.2734,135,125,-13.8683252324
83.3112,135,125,-13.8698061997
83.349,135,125,-13.8713746021
83.3868,135,125,-13.8730298043
83.4246,135,125,-13.8747711447
83.4624,135,125,-13.8765978658
83.5002,135,125,-13.8785091519
83.538,135,125,-13.8805041974
83.5758,135,125,-13.8825821653
83.6136,135,125,-13.8847421019
83.6514,135,125,-13.8869829793
83.6892,135,125,-13.8893037598
83.727,135,125,-13.8917033494
83.7648,135,125,-13.8941805818
83.8026,135,125,-13.8967342321
83.8404,135,125,-13.8993630425
83.8782,135,125,-13.9020657603
83.916,135,125,-13.9048410759
83.9538,135,125,-13.907687575
83.9916,135,125,-13.9106037907
84.0294,135,125,-13.9135882466
84.0672,135,125,-13.9166394194
84.105,135,125,-13.919755722
84.1428,135,125,-13.9229355213
84.1806,135,125,-13.9261771701
84.2184,135,125,-13.9294790037
84.2562,135,125,-13.9328392782
84.294,135,125,-13.9362561909
84.3318,135,125,-13.9397279453
84.3696,135,125,-13.9432527064
84.4074,135,125,-13.9468285083
84.4452,135,125,-13.9504530411
84.483,135,125,-13.9541240237
84.5208,135,125,-13.9578402089
84.5586,135,125,-13.9615997421
84.5964,135,125,-13.9653993791
84.6342,135,125,-13.9692370939
84.672,135,125,-13.973111396
84.7098,135,125,-13.9770201053
84.7476,135,125,-13.9809608297
84.7854,135,125,-13.9849312769
84.8232,135,125,-13.9889295507
84.861,135,125,-13.9929534724
84.8988,135,125,-13.9970004756
84.9366,135,125,-14.0010679541
84.9744,135,125,-14.0051536514
85.0122,135,125,-14.0092555504
85.05,135,125,-14.0133710595
85.0878,135,125,-14.0174975009
85.1256,135,125,-14.0216327703
85.1634,135,125,-14.0257746283
85.2012,135,125,-14.029920434
85.239,135,125,-14.0340675949
85.2768,135,125,-14.0382134634
85.3146,135,125,-14.0423554827
85.3524,135,125,-14.0464914547
85.3902,135,125,-14.050619026
85.428,135,125,-14.0547355287
85.4658,135,125,-14.0588382613
85.5036,135,125,-14.0629247834
85.5414,135,125,-14.06699273
85.5792,135,125,-14.0710395399
85.617,135,125,-14.0750626283
85.6548,135,125,-14.0790594918
85.6926,135,125,-14.0830275391
85.7304,135,125,-14.0869640861
85.7682,135,125,-14.0908665933
85.806,135,125,-14.0947326217
85.8438,135,125,-14.0985596752
85.8816,135,125,-14.1023452804
85.9194,135,125,-14.1060869913
85.9572,135,125,-14.1097822925
85.995,135,125,-14.1134286741
86.0328,135,125,-14.1170237052
86.0706,135,125,-14.1205649694
86.1084,135,125,-14.1240500955
86.1462,135,125,-14.127476734
86.184,135,125,-14.1308425044
86.2218,135,125,-14.1341450488
86.2596,135,125,-14.1373820384
86.2974,135,125,-14.1405511446
86.3352,135,125,-14.1436500619
86.373,135,125,-14.1466765512
86.4108,135,125,-14.1496283918
86.4486,135,125,-14.1525033763
86.4864,135,125,-14.1552993672
86.5242,135,125,-14.1580142785
86.562,135,125,-14.1606460063
86.5998,135,125,-14.1631924662
86.6376,135,125,-14.1656516376
86.6754,135,125,-14.1680215583
86.7132,135,125,-14.1703002727
86.751,135,125,-14.1724858231
86.7888,135,125,-14.17457632
86.8266,135,125,-14.1765699423
86.8644,135,125,-14.178464899
86.9022,135,125,-14.1802594348
86.94,135,125,-14.1819518411
86.9778,135,125,-14.1835404781
87.0156,135,125,-14.1850237299
87.0534,135,125,-14.1864000715
87.0912,135,125,-14.1876680646
87.129,135,125,-14.1888262034
87.1668,135,125,-14.189873008
87.2046,135,125,-14.1908071434
87.2424,135,125,-14.1916273398
87.2802,135,125,-14.1923323244
87.318,135,125,-14.1929208793
87.3558,135,125,-14.1933918865
87.3936,135,125,-14.1937442905
87.4314,135,125,-14.1939770667
87.4692,135,125,-14.194089225
87.507,135,125,-14.1940798438
87.5448,135,125,-14.1939480771
87.5826,135,125,-14.193693127
87.6204,135,125,-14.1933142679
87.6582,135,125,-14.1928108528
87.696,135,125,-14.1921822645
87.7338,135,125,-14.1914279538
87.7716,135,125,-14.1905474884
87.8094,135,125,-14.1895405275
87.8472,135,125,-14.1884067682
87.885,135,125,-14.1871459456
87.9228,135,125,-14.1857578669
87.9606,135,125,-14.1842423922
87.9984,135,125,-14.1825994461
88.0362,135,125,-14.1808290545
88.074,135,125,-14.178931311
88.1118,135,125,-14.1769063481
88.1496,135,125,-14.1747543592
88.1874,135,125,-14.1724756124
88.2252,135,125,-14.1700704296
88.263,135,125,-14.1675392089
88.3008,135,125,-14.1648824411
88.3386,135,125,-14.1621006795
88.3764,135,125,-14.1591945361
88.4142,135,125,-14.15616469
88.452,135,125,-14.1530118931
88.4898,135,125,-14.14973697
88.5276,135,125,-14.1463408301
88.5654,135,125,-14.1428244343
88.6032,135,125,-14.139188773
88.641,135,125,-14.1354349274
88.6788,135,125,-14.1315641082
88.7166,135,125,-14.1275775892
88.7544,135,125,-14.1234766613
88.7922,135,125,-14.1192626608
88.83,135,125,-14.1149369887
88.8678,135,125,-14.110501159
88.9056,135,125,-14.1059567837
88.9434,135,125,-14.1013055146
88.9812,135,125,-14.0965490394
89.019,135,125,-14.0916891197
89.0568,135,125,-14.0867276157
89.0946,135,125,-14.0816664375
89.1324,135,125,-14.076507531
89.1702,135,125,-14.0712528946
89.208,135,125,-14.0659045585
89.2458,135,125,-14.0604646413
89.2836,135,125,-14.0549353791
89.3214,135,125,-14.049319121
89.3592,135,125,-14.04361829
89.397,135,125,-14.037835255
89.4348,135,125,-14.0319724107
89.4726,135,125,-14.0260322777
89.5104,135,125,-14.020017546
89.5482,135,125,-14.0139309026
89.586,135,125,-14.0077749086
89.6238,135,125,-14.0015523037
89.6616,135,125,-13.9952659442
89.6994,135,125,-13.9889184984
89.7372,135,125,-13.9825138994
89.775,135,125,-13.9760554908
89.8128,135,125,-13.9695449564
89.8506,135,125,-13.9629847974
89.8884,135,125,-13.9563780449
89.9262,135,125,-13.9497278994
89.964,135,125,-13.943037159
90.0018,135,125,-13.9363084772
90.0396,135,125,-13.9295455979
90.0774,135,125,-13.9227524966
90.1152,135,125,-13.9159324218
90.153,135,125,-13.9090887819
90.1908,135,125,-13.9022247544
90.2286,135,125,-13.8953448546
90.2664,135,125,-13.8884527646
90.3042,135,125,-13.8815502742
90.342,135,125,-13.8746406104
90.3798,135,125,-13.867727529
90.4176,135,125,-13.8608148628
90.4554,135,125,-13.8539060864
90.4932,135,125,-13.8470067159
90.531,135,125,-13.840120614
90.5688,135,125,-13.8332488722
90.6066,135,125,-13.8263948946
90.6444,135,125,-13.8195627141
90.6822,135,125,-13.8127558023
90.72,135,125,-13.8059794666
90.7578,135,125,-13.7992379798
90.7956,135,125,-13.792532287
90.8334,135,125,-13.7858681284
90.8712,135,125,-13.7792504765
90.909,135,125,-13.7726799954
90.9468,135,125,-13.7661598554
90.9846,135,125,-13.7596941816
91.0224,135,125,-13.7532869655
91.0602,135,125,-13.7469420669
91.098,135,125,-13.7406632775
91.1358,135,125,-13.7344543294
91.1736,135,125,-13.7283189468
91.2114,135,125,-13.7222608321
91.2492,135,125,-13.7162836619
91.287,135,125,-13.7103910274
91.3248,135,125,-13.7045864665
91.3626,135,125,-13.6988734972
91.4004,135,125,-13.6932556269
91.4382,135,125,-13.6877363411
91.476,135,125,-13.6823190942
91.5138,135,125,-13.6770073109
91.5516,135,125,-13.6718041124
91.5894,135,125,-13.6667129809
91.6272,135,125,-13.6617393068
91.665,135,125,-13.6568859662
91.7028,135,125,-13.6521535988
91.7406,135,125,-13.6475452245
91.7784,135,125,-13.6430644197
91.8162,135,125,-13.6387139495
91.854,135,125,-13.6344965356
91.8918,135,125,-13.6304157428
91.9296,135,125,-13.6264749565
91.9674,135,125,-13.6226771899
92.0052,135,125,-13.6190253133
92.043,135,125,-13.6155221187
92.0808,135,125,-13.612170318
92.1186,135,125,-13.6089724867
92.1564,135,125,-13.605931145
92.1942,135,125,-13.6030487739
92.232,135,125,-13.6003277778
92.2698,135,125,-13.5977704647
92.3076,135,125,-13.5953790199
92.3454,135,125,-13.5931549129
92.3832,135,125,-13.5911008501
92.421,135,125,-13.5892193926
92.4588,135,125,-13.5875113759
92.4966,135,125,-13.5859783843
92.5344,135,125,-13.584622278
92.5722,135,125,-13.5834447782
92.61,135,125,-13.5824474352
92.6478,135,125,-13.581631717
92.6856,135,125,-13.5809990018
92.7234,135,125,-13.5805505506
92.7612,135,125,-13.5802875807
92.799,135,125,-13.5802111821
92.8368,135,125,-13.5803222858
92.8746,135,125,-13.5806217159
92.9124,135,125,-13.5811102354
92.9502,135,125,-13.5817884818
92.988,135,125,-13.58265697
93.0258,135,125,-13.5837161432
93.0636,135,125,-13.5849663748
93.1014,135,125,-13.5864078809
93.1392,135,125,-13.5880407539
93.177,135,125,-13.5898649534
93.2148,135,125,-13.5918803615
93.2526,135,125,-13.5940867859
93.2904,135,125,-13.5964839334
93.3282,135,125,-13.5990714165
93.366,135,125,-13.6018487684
93.4038,135,125,-13.6048153147
93.4416,135,125,-13.6079702727
93.4794,135,125,-13.6113127962
93.5172,135,125,-13.6148418053
93.555,135,125,-13.6185560426
93.5928,135,125,-13.6224543222
93.6306,135,125,-13.6265353709
93.6684,135,125,-13.6307979721
93.7062,135,125,-13.6352407098
93.744,135,125,-13.6398617847
93.7818,135,125,-13.6446594198
93.8196,135,125,-13.6496318334
93.8574,135,125,-13.6547771325
93.8952,135,125,-13.6600932678
93.933,135,125,-13.6655777927
93.9708,135,125,-13.671228574
94.0086,135,125,-13.6770436846
94.0464,135,125,-13.6830205156
94.0842,135,125,-13.6891559402
94.122,135,125,-13.695447188
94.1598,135,125,-13.7018917983
94.1976,135,125,-13.7084871356
94.2354,135,125,-13.7152304675
94.2732,135,125,-13.7221187636
94.311,135,125,-13.7291488029
94.3488,135,125,-13.7363172931
94.3866,135,125,-13.7436209888
94.4244,135,125,-13.7510564593
94.4622,135,125,-13.7586200826
94.5,135,125,-13.766308282
94.5378,135,125,-13.7741175128
94.5756,135,125,-13.7820440078
94.6134,135,125,-13.790083894
94.6512,135,125,-13.7982328841
94.689,135,125,-13.8064869273
94.7268,135,125,-13.8148422892
94.7646,135,125,-13.8232947924
94.8024,135,125,-13.8318403558
94.8402,135,125,-13.8404748092
94.878,135,125,-13.8491948018
94.9158,135,125,-13.8579959553
94.9536,135,125,-13.8668723387
94.9914,135,125,-13.8758192046
95.0292,135,125,-13.8848328006
95.067,135,125,-13.8939094308
95.1048,135,125,-13.9030445054
95.1426,135,125,-13.9122329286
95.1804,135,125,-13.9214698729
95.2182,135,125,-13.9307506826
95.256,135,125,-13.940070544
95.2938,135,125,-13.9494246402
95.3316,135,125,-13.9588081833
95.3694,135,125,-13.9682163017
95.4072,135,125,-13.9776440693
95.445,135,125,-13.9870865656
95.4828,135,125,-13.9965390012
95.5206,135,125,-14.0059965128
95.5584,135,125,-14.0154540745
95.5962,135,125,-14.0249066951
95.634,135,125,-14.0343494909
95.6718,135,125,-14.0437775726
95.7096,135,125,-14.0531859926
95.7474,135,125,-14.0625697619
95.7852,135,125,-14.0719239475
95.823,135,125,-14.0812436415
95.8608,135,125,-14.0905239835
95.8986,135,125,-14.0997601155
95.9364,135,125,-14.1089471009
95.9742,135,125,-14.1180800619
96.012,135,125,-14.1271541927
96.0498,135,125,-14.1361646364
96.0876,135,125,-14.1451065816
96.1254,135,125,-14.1539752895
96.1632,135,125,-14.162766067
96.201,135,125,-14.1714742818
96.2388,135,125,-14.1800953161
96.2766,135,125,-14.1886246019
96.3144,135,125,-14.1970576486
96.3522,135,125,-14.2053899651
96.39,135,125,-14.2136170753
96.4278,135,125,-14.2217345417
96.4656,135,125,-14.2297379329
96.5034,135,125,-14.237622974
96.5412,135,125,-14.2453853422
96.579,135,125,-14.2530205126
96.6168,135,125,-14.2605242876
96.6546,135,125,-14.2678928264
96.6924,135,125,-14.2751224041
96.7302,135,125,-14.2822093058
96.768,135,125,-14.2891498444
96.8058,135,125,-14.2959403474
96.8436,135,125,-14.3025771767
96.8814,135,125,-14.3090568039
96.9192,135,125,-14.3153757202
96.957,135,125,-14.3215304342
96.9948,135,125,-14.3275175939
97.0326,135,125,-14.3333340097
97.0704,135,125,-14.3389765683
97.1082,135,125,-14.3444422079
97.146,135,125,-14.3497279393
97.1838,135,125,-14.3548308568
97.2216,135,125,-14.3597481229
97.2594,135,125,-14.3644769932
97.2972,135,125,-14.3690148593
97.335,135,125,-14.373359223
97.3728,135,125,-14.377507699
97.4106,135,125,-14.3814580226
97.4484,135,125,-14.3852080036
97.4862,135,125,-14.388755524
97.524,135,125,-14.3920986054
97.5618,135,125,-14.3952354643
97.5996,135,125,-14.3981644147
97.6374,135,125,-14.4008838435
97.6752,135,125,-14.4033922442
97.713,135,125,-14.4056880313
97.7508,135,125,-14.407769819
97.7886,135,125,-14.4096367887
97.8264,135,125,-14.4112880537
97.8642,135,125,-14.4127225154
97.902,135,125,-14.4139394754
97.9398,135,125,-14.4149384274
97.9776,135,125,-14.4157186864
98.0154,135,125,-14.4162797887
98.0532,135,125,-14.4166216449
98.091,135,125,-14.4167440578
98.1288,135,125,-14.4166468104
98.1666,135,125,-14.416330054
98.2044,135,125,-14.4157940768
98.2422,135,125,-14.4150391199
98.28,135,125,-14.4140656185
98.3178,135,125,-14.412874161
98.3556,135,125,-14.4114653275
98.3934,135,125,-14.4098398848
98.4312,135,125,-14.4079988623
98.469,135,125,-14.405943344
98.5068,135,125,-14.4036743877
98.5446,135,125,-14.4011931933
98.5824,135,125,-14.39850117
98.6202,135,125,-14.3955997944
98.658,135,125,-14.3924905805
98.6958,135,125,-14.3891752392
98.7336,135,125,-14.38565569
98.7714,135,125,-14.3819337875
98.8092,135,125,-14.3780114436
98.847,135,125,-14.3738909029
98.8848,135,125,-14.3695744173
98.9226,135,125,-14.3650645973
98.9604,135,125,-14.3603639998
98.9982,135,125,-14.3554747845
99.036,135,125,-14.3503995884
99.0738,135,125,-14.3451412911
99.1116,135,125,-14.339702757
99.1494,135,125,-14.3340869145
99.1872,135,125,-14.3282968192
99.225,135,125,-14.3223357321
99.2628,135,125,-14.3162070121
99.3006,135,125,-14.3099142072
99.3384,135,125,-14.3034609828
99.3762,135,125,-14.2968508331
99.414,135,125,-14.290087275
99.4518,135,125,-14.2831739965
99.4896,135,125,-14.276114867
99.5274,135,125,-14.268913932
99.5652,135,125,-14.2615752152
99.603,135,125,-14.2541027484
99.6408,135,125,-14.2465007444
99.6786,135,125,-14.2387735281
99.7164,135,125,-14.2309254878
99.7542,135,125,-14.2229605212
99.792,135,125,-14.2148823676
99.8298,135,125,-14.2066957815
99.8676,135,125,-14.1984083095
99.9054,135,125,-14.1900251662
99.9432,135,125,-14.1815482194
99.981,135,125,-14.1729816527
100.019,135,125,-14.1643306477
100.057,135,125,-14.1556004261
100.094,135,125,-14.1467961553
100.132,135,125,-14.1379229979
100.17,135,125,-14.1289860957
100.208,135,125,-14.1199902761
100.246,135,125,-14.1109417883
100.283,135,125,-14.1018458803
100.321,135,125,-14.0927075039
100.359,135,125,-14.0835312968
100.397,135,125,-14.0743213497
100.435,135,125,-14.0650836076
100.472,135,125,-14.0558232655
100.51,135,125,-14.0465457968
100.548,135,125,-14.0372571463
100.586,135,125,-14.0279628747
100.624,135,125,-14.0186681091
100.661,135,125,-14.0093783243
100.699,135,125,-14.0000990309
100.737,135,125,-13.9908357635
100.775,135,125,-13.9815940881
100.813,135,125,-13.9723794543
100.85,135,125,-13.9631973485
100.888,135,125,-13.9540532443
100.926,135,125,-13.9449526268
